,TimeSec,Sensor,Quatx,Quaty,Quatz,Quat0,Heading,Pitch,Roll,LinAccx,LinAccy,LinAccz,Vbat,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,activity
0,0.0016,7,0.9670000000000001,0.14,0.21,0.05,23.2,23.32,18.09,0.07,-0.06,-0.01,0.0,-8.85,-29.45,-0.92,-0.34,0.31,0.88,22
1,0.0053,2,0.606,0.48,-0.29,-0.57,295.23,11.39,67.06,0.05,-0.05,0.16,4.06,-21.36,-5.49,-1.37,-0.27,1.07,0.39,22
2,0.0067,6,-0.9840000000000001,-0.06,-0.02,-0.17,33.41,0.49,7.4,-0.01,-0.06,0.02,3.92,-6.1,-11.29,2.59,-0.0,0.18,1.01,22
3,0.0106,3,0.8220000000000001,-0.05,0.04,0.57,83.09,6.93,-2.07,-0.14,-0.07,0.24,3.91,-36.93,-3.66,57.83,-0.11,0.13,1.22,22
4,0.0119,5,0.523,0.17,0.18,0.82,127.32,-5.49,28.38,0.08,-0.2,-0.62,3.99,-87.28,60.42,-159.15,0.42,0.14,0.4,22
5,0.0202,1,-0.024,-0.05,0.1,-0.99,192.0,-6.4,-11.87,-0.02,-0.01,-0.03,4.04,3.66,-4.58,-3.66,0.13,-0.2,0.93,22
6,0.0223,4,0.7490000000000001,-0.0,0.04,-0.66,291.0,3.2,-3.15,-0.09,-0.08,0.07,3.91,-38.91,-2.9,2.59,-0.15,-0.14,1.06,22
7,0.0494,0,0.12300000000000001,0.67,0.31,-0.66,121.44,74.4,-108.98,-0.03,-0.06,0.16,4.05,9.31,-33.57,3.36,-1.1,-0.35,-0.11,22
8,0.0509,7,0.972,0.13,0.19,0.04,22.4,20.94,16.86,-0.09,0.04,0.02,0.0,-6.56,-21.06,15.72,-0.45,0.25,0.89,22
9,0.1029,2,0.615,0.46,-0.27,-0.58,294.7,11.28,64.41,0.07,-0.05,0.11,4.06,-45.32,-9.16,-0.92,-0.25,1.01,0.4,22
10,0.1045,6,-0.9840000000000001,-0.06,-0.0,-0.17,33.31,-0.57,6.56,0.08,0.01,-0.01,3.92,-11.75,-14.65,4.73,0.08,0.07,0.98,22
11,0.1082,3,0.8170000000000001,-0.07,0.02,0.57,83.59,6.39,-5.94,0.1,0.13,0.33,3.91,-47.45,21.06,72.48,-0.21,-0.23,1.27,22
12,0.1096,5,0.627,0.14,0.15,0.75,113.96,-1.41,24.18,0.22,-0.35,0.05,3.99,23.5,-85.45,25.94,0.14,0.19,1.16,22
