0.010953,2,-0.486,-0.11,-0.06,0.86,252.67,14.65,-0.1,-0,0,0,3.64,-1.37,-0.31,4.12,-0.25,-0,0.97
0.012918
0.031403,6,0.825,-0.09,-0.08,-0.55,306.86,-13.83,-3.3,-0.01,-0,0,3.5,-0.15,-0.15,0.46,0.23,-0.06,0.97
0.033075,0,-0.69,-0.11,-0.02,-0.72,105.46,-7.39,10.38,0,0,0.01,3.71,-0.31,-1.37,-0.15,0.13,0.18,0.98
0.12038,5,0.97,0.12,0.17,-0.13,1.27,20.97,11.67,0.02,-0,0.02,3.52,-1.22,1.37,3.05,-0.34,0.2,0.94
0.12196,1,-0.555,-0.28,0.21,-0.75,121.65,-40.86,-0.76,0.02,-0,0.01,3.64,-0.31,-1.53,0.46,0.66,-0.03,0.77
0.12566,3,-0.961,-0.11,-0.14,-0.22,41.06,12.8,15.65,0,0,0.01,3.68,0.15,0.15,2.44,-0.23,0.26,0.95
0.1271,7,0.822,-0.12,-0.07,-0.55,307.27,-14.61,-7,0,0,-0,3.58,-0.15,-0.46,0.31,0.26,-0.11,0.96
0.13078,2,-0.486,-0.11,-0.06,0.86,252.77,14.58,-0.1,-0.01,-0,0.01,3.64,-0.76,0,-0.46,-0.25,-0.01,0.97
0.13245,4,0.393,0.13,0.16,-0.9,239.33,21.33,-11,-0,0,0.01,3.42,1.37,0.46,0,-0.36,-0.18,0.93
0.15251,6,0.825,-0.09,-0.09,-0.55,306.89,-13.89,-3.24,-0.01,-0,0,3.5,0,-0.46,0,0.24,-0.06,0.97
0.15417,0,-0.691,-0.11,-0.02,-0.71,105.33,-7.58,10.38,0,0,0.01,3.71,-1.07,-1.68,-0.61,0.13,0.18,0.99
0.21443,5,0.97,0.12,0.17,-0.12,1.63,20.97,11.71,0.03,0,0.01,3.52,0,0.31,1.68,-0.34,0.2,0.94
0.21595,1,-0.555,-0.28,0.21,-0.75,121.78,-40.97,-0.9,0.03,-0,0.02,3.64,-0.61,-1.53,0.46,0.66,-0.04,0.77
0.21956,3,-0.96,-0.11,-0.14,-0.22,41.26,12.78,15.7,0.01,0,0.01,3.68,0.15,-0.31,2.14,-0.22,0.26,0.95
0.22103,7,0.822,-0.12,-0.07,-0.55,307.27,-14.62,-7.07,0,-0,-0,3.58,-0.15,-0.46,0,0.25,-0.11,0.96
0.22468,2,-0.486,-0.11,-0.06,0.86,252.74,14.61,-0.12,-0,-0,0,3.64,0.15,0.61,-2.29,-0.25,-0.01,0.98
0.22622,4,0.391,0.13,0.16,-0.9,239.1,21.41,-11,-0,-0,0.01,3.42,0,1.37,-1.83,-0.37,-0.18,0.92
0.24653,6,0.825,-0.09,-0.09,-0.55,306.86,-13.92,-3.24,-0.01,0,-0,3.5,0,-0.76,0,0.24,-0.06,0.97
0.24818,0,-0.691,-0.11,-0.02,-0.71,105.31,-7.71,10.29,0.01,0,0.01,3.71,-1.37,-1.07,0,0.14,0.17,0.99
0.29444,5,0.971,0.12,0.17,-0.12,1.86,20.93,11.82,0.02,0,0.01,3.52,0.76,-0.46,1.83,-0.35,0.2,0.93
0.29605,1,-0.554,-0.28,0.21,-0.75,121.85,-41.1,-1.04,0.03,-0.01,0.02,3.64,-1.37,-1.53,0.15,0.67,-0.04,0.77
0.29992,3,-0.96,-0.11,-0.14,-0.22,41.55,12.62,15.74,0,0,0.01,3.68,0,-0.61,3.97,-0.22,0.27,0.94
0.30136,7,0.822,-0.12,-0.07,-0.55,307.28,-14.76,-7.01,0,-0,-0,3.58,-0.46,-0.76,-0.46,0.25,-0.11,0.96
0.31828,2,-0.484,-0.11,-0.06,0.87,252.51,14.75,-0.13,-0.01,0,0.01,3.64,0.15,1.07,-2.75,-0.26,-0,0.98
0.31988,4,0.392,0.14,0.16,-0.9,239.16,21.5,-10.92,-0,-0.01,0.02,3.42,1.07,1.37,0.92,-0.38,-0.18,0.93
0.3334,6,0.824,-0.09,-0.09,-0.55,306.83,-13.94,-3.26,-0.01,-0,0,3.5,-0.31,-0.76,-0.15,0.24,-0.07,0.97
0.33495,0,-0.691,-0.11,-0.02,-0.71,105.32,-7.83,10.09,0,0.02,0.01,3.71,-2.29,-2.44,-0.61,0.12,0.17,0.98
0.41744,5,0.971,0.12,0.17,-0.12,2.06,20.79,11.95,0.02,-0,0.02,3.52,0,-0.76,0.31,-0.34,0.21,0.94
0.41897,1,-0.554,-0.28,0.22,-0.75,121.94,-41.25,-1.33,0.02,-0,0.01,3.64,-1.83,-1.98,0.31,0.66,-0.04,0.76
0.42442,3,-0.959,-0.11,-0.14,-0.22,41.78,12.48,15.87,-0,0,0.01,3.68,-0.15,-1.22,1.22,-0.22,0.27,0.95
0.42591,7,0.822,-0.12,-0.07,-0.55,307.25,-14.89,-7.05,0.01,0,-0,3.58,-0.61,-1.07,-0.61,0.26,-0.11,0.96
0.43008,2,-0.482,-0.11,-0.06,0.87,252.19,14.86,-0.18,-0.02,-0.01,0,3.64,0.31,1.53,-1.37,-0.25,-0.02,0.97
0.43158,4,0.391,0.14,0.16,-0.9,239.09,21.7,-10.99,-0,-0.01,0.01,3.42,0.15,3.05,-0.31,-0.37,-0.18,0.92
0.4495,6,0.825,-0.09,-0.09,-0.55,306.98,-14.1,-3.33,-0.01,0,0,3.5,-0.31,-0.46,-0.31,0.24,-0.07,0.97
0.45112,0,-0.691,-0.11,-0.01,-0.71,105.18,-8.13,9.89,0,0.01,0.01,3.71,-2.29,-2.59,-0.15,0.14,0.17,0.99
0.52546,5,0.971,0.12,0.17,-0.12,2.15,20.67,12.1,0.02,-0,0.01,3.52,0.61,-0.76,1.22,-0.34,0.21,0.93
0.52722,1,-0.554,-0.28,0.22,-0.75,121.97,-41.41,-1.5,0.03,-0,0.02,3.64,-2.29,-2.44,0,0.67,-0.04,0.76
0.53265,3,-0.959,-0.11,-0.14,-0.22,41.87,12.35,15.95,0,0,0.01,3.68,0.61,-2.14,0.92,-0.21,0.26,0.95
0.53406,7,0.821,-0.12,-0.08,-0.55,307.16,-15.03,-7.03,0,-0,-0,3.58,-0.46,-1.07,-0.76,0.26,-0.11,0.96
0.53804,2,-0.481,-0.11,-0.07,0.87,252.09,15.09,-0.21,0,0.01,0,3.64,0.15,1.83,-0.46,-0.26,0,0.97
0.53947,4,0.39,0.14,0.16,-0.9,238.95,22.09,-11.05,-0,0.01,0.01,3.42,-0.31,3.05,0,-0.37,-0.17,0.91
0.55752,6,0.825,-0.09,-0.09,-0.55,306.96,-14.14,-3.47,-0.01,-0,0,3.5,-0.61,-0.76,-0.92,0.24,-0.07,0.97
0.55904,0,-0.692,-0.11,-0.01,-0.71,105.08,-8.36,9.63,0,0,0.01,3.71,-2.29,-2.44,-0.15,0.15,0.16,0.98
0.61749,5,0.971,0.12,0.16,-0.12,2.26,20.47,12.39,0.01,-0,0.01,3.52,1.68,-1.22,1.22,-0.34,0.21,0.93
0.61934,1,-0.555,-0.28,0.22,-0.75,121.89,-41.64,-1.71,0.02,-0,0.01,3.64,-2.75,-2.44,0,0.67,-0.05,0.76
0.62332,3,-0.959,-0.11,-0.13,-0.22,42,12.05,16.01,-0,0.01,0,3.68,1.83,-2.75,1.98,-0.21,0.26,0.94
0.62481,7,0.82,-0.12,-0.08,-0.55,306.98,-15.13,-7.08,0,0,-0,3.58,-0.76,-1.07,-0.92,0.26,-0.12,0.96
