0.078243,5,-0.859,-0.11,-0.12,-0.49,73.95,5.32,17.78,-0.01,-0,0.01,4.03
0.080438,0,-0.366,-0.1,-0.01,0.93,237.61,10.96,3.67,-0.05,-0.01,0,4.09
0.086521,2,0.894,-0.04,0.2,-0.4,323.64,19.53,-14.4,-0.02,-0.01,0,4.09
0.088316,7,0.871,-0.01,-0.02,0.49,72.81,-1.25,-2.59,-0,0,-0,0
0.092339,4,0.948,-0.09,0.12,-0.28,339.83,10.77,-13.86,-0.03,0.03,0.01,3.96
0.094061,6,-0.808,-0.02,0.05,0.59,301.86,-3.49,4.67,-0.01,0,0,3.97
0.13113,1,0.091,0.14,0,-0.99,204.7,15.67,1.16,-0.01,-0,-0,3.99
0.19466,3,0.818,-0.1,0.13,0.55,81.83,18.79,-1.2,-0.01,0,0,3.99
0.22135,5,-0.857,-0.11,-0.12,-0.49,74.24,5.1,17.81,-0,0,0.01,4.03
0.22314,0,-0.368,-0.1,-0.01,0.92,237.77,10.83,3.53,-0.05,-0.01,0,4.09
0.23081,2,0.895,-0.04,0.21,-0.39,324.13,19.74,-14.25,-0,-0.01,-0,4.09
0.23296,7,0.871,-0.01,-0.02,0.49,72.87,-1.19,-2.61,-0,0,-0,0
0.23779,4,0.948,-0.09,0.13,-0.28,340.11,10.96,-14.17,-0.01,0.01,0,3.96
0.23952,6,-0.808,-0.02,0.05,0.59,301.94,-3.49,4.74,-0,0,0,3.97
0.24426,1,0.092,0.14,0,-0.99,204.85,15.67,1.09,-0.01,-0,0.01,3.99
0.24711,3,0.818,-0.1,0.13,0.55,81.86,18.77,-1.07,-0,0.01,0.01,3.99
0.29854,5,-0.856,-0.11,-0.12,-0.49,74.51,5.02,17.85,-0.01,0.02,0.02,4.03
0.30097,0,-0.369,-0.1,-0.01,0.92,237.9,10.73,3.5,-0.04,-0.01,0,4.09
0.30695,2,0.897,-0.04,0.21,-0.39,324.57,19.8,-14.33,-0.01,-0.01,0,4.09
0.30913,7,0.87,-0.02,-0.02,0.49,73.07,-1.13,-2.67,0,0,0,0
0.31535,4,0.949,-0.09,0.13,-0.27,340.42,10.99,-14.57,-0.01,-0,0,3.96
0.31709,6,-0.808,-0.02,0.05,0.59,301.93,-3.48,4.88,-0.01,0.01,0,3.97
0.34697,1,0.094,0.14,0,-0.99,205.12,15.7,1.11,-0.01,0,0.01,3.99
0.35028,3,0.818,-0.1,0.13,0.55,81.85,18.81,-1.09,-0.01,0.01,0.01,3.99
0.38063,5,-0.855,-0.11,-0.12,-0.49,74.81,5.06,18.02,-0.01,0.01,0.01,4.03
0.38343,0,-0.37,-0.1,-0.01,0.92,237.98,10.63,3.53,-0.05,-0.01,0.01,4.09
0.38762,2,0.898,-0.04,0.21,-0.39,324.9,19.91,-14.38,0,-0.02,0,4.09
0.38918,7,0.869,-0.02,-0.02,0.49,73.25,-1.14,-2.82,0,0,-0,0
0.39261,4,0.949,-0.1,0.13,-0.27,340.75,11.03,-14.91,-0,-0.01,0,3.96
0.39415,6,-0.808,-0.02,0.05,0.59,301.99,-3.59,5.1,-0.01,0,0,3.97
0.41527,1,0.096,0.14,0,-0.99,205.27,15.69,1.14,-0.01,0,0.01,3.99
0.41792,3,0.819,-0.1,0.13,0.55,81.66,18.79,-1.13,-0,0.01,0.01,3.99
0.48111,5,-0.854,-0.11,-0.12,-0.49,74.95,5.25,18.03,-0,0,0.01,4.03
0.48332,0,-0.369,-0.1,-0.01,0.92,237.94,10.58,3.52,-0.05,-0.01,0,4.09
0.48748,2,0.898,-0.04,0.21,-0.38,325.14,19.98,-14.45,0,-0.01,-0,4.09
0.4891,7,0.87,-0.02,-0.02,0.49,73.05,-1.22,-2.9,0,0,-0,0
0.49261,4,0.949,-0.1,0.13,-0.27,340.87,11.1,-15.02,0,-0.01,-0,3.96
0.49411,6,-0.807,-0.02,0.05,0.59,301.81,-3.55,5.21,-0.01,0,0,3.97
0.50697,1,0.095,0.14,0,-0.99,205.25,15.7,1.08,-0.01,0,0.01,3.99
0.50873,3,0.82,-0.1,0.13,0.55,81.46,18.75,-1.19,-0.01,0.01,0,3.99
0.58708,5,-0.854,-0.11,-0.12,-0.49,74.95,5.21,18.01,0,-0.01,0.01,4.03
0.58877,0,-0.368,-0.1,-0.01,0.92,237.83,10.7,3.55,-0.05,-0.01,0,4.09
0.59434,2,0.899,-0.04,0.21,-0.38,325.29,19.92,-14.49,-0.01,-0.01,0,4.09
0.59669,7,0.871,-0.02,-0.02,0.49,72.96,-1.22,-2.9,0,0,0,0
0.60341,4,0.949,-0.1,0.13,-0.27,340.79,11.16,-14.9,-0,-0,0,3.96
0.60525,6,-0.807,-0.02,0.05,0.59,301.74,-3.51,5.25,-0.01,0,0,3.97
0.60911,1,0.094,0.14,0,-0.99,205.12,15.77,1.04,-0,0,0.01,3.99
0.61072,3,0.821,-0.1,0.13,0.55,81.09,18.72,-1.31,0,0,0,3.99
0.68911,5,-0.855,-0.11,-0.12,-0.49,74.75,5.13,18.01,-0,0,0.01,4.03
0.69101,0,-0.367,-0.1,-0.01,0.92,237.7,10.79,3.52,-0.05,-0.02,0.01,4.09
0.69479,2,0.899,-0.04,0.21,-0.38,325.3,19.83,-14.44,-0.01,-0.02,0,4.09
0.69717,7,0.87,-0.02,-0.02,0.49,73.05,-1.25,-3.02,-0.01,-0.01,0,0
0.70135,4,0.949,-0.09,0.13,-0.27,340.8,11.04,-14.69,-0.01,0,0.01,3.96
0.70321,6,-0.806,-0.02,0.05,0.59,301.61,-3.42,5.31,-0.02,0.01,0,3.97
0.70869,1,0.095,0.14,0,-0.99,205.18,15.83,1.14,-0.01,-0.01,0.01,3.99
0.71046,3,0.823,-0.1,0.13,0.54,80.8,18.78,-1.38,0,0,0.01,3.99
0.78715,5,-0.856,-0.11,-0.12,-0.49,74.51,5.07,17.96,-0.01,0,0.01,4.03
0.78886,0,-0.367,-0.1,-0.01,0.92,237.68,10.92,3.55,-0.05,-0.02,0,4.09
0.79237,2,0.899,-0.04,0.21,-0.39,325.14,19.78,-14.32,-0.01,-0.01,0,4.09
0.79411,7,0.869,-0.02,-0.02,0.49,73.23,-1.22,-3.02,0,0,-0,0
0.79903,4,0.949,-0.09,0.13,-0.27,340.57,10.78,-14.46,-0.03,0.01,0,3.96
0.80066,6,-0.807,-0.02,0.05,0.59,301.72,-3.26,5.13,-0.02,0,-0,3.97
