0.10109,1,-0.76,-0.08,-0.1,0.64,293.88,14.44,-0.85,0.01,0,0,4.09
0.10305,6,-0.649,-0.04,0.03,-0.76,113.04,-5.95,0.18,0.02,0,0,4.09
0.10738,5,-0.332,-0.01,-0.17,-0.93,155.58,5.13,18.55,-0.03,0.01,0.01,4.09
0.12342,7,-0.353,0.02,-0.02,-0.93,152.7,3.22,1.75,0.03,-0,0,0
0.12754,4,-0.958,0.15,-0.07,-0.24,40.53,11.37,-14.84,-0.02,0.02,0,4.09
0.12899,0,0.821,0.04,0.09,-0.56,304.95,10.77,-1.84,0.01,-0,0,4.09
0.13304,2,-0.92,0.12,-0.14,-0.35,53.94,19.41,-7.83,0,-0,0.01,4.09
0.13469,3,-0.229,0.13,-0.01,-0.96,167.05,14.99,-2.22,0.04,0.01,0,4.09
0.21314,1,-0.759,-0.08,-0.1,0.64,293.8,14.44,-0.9,0.01,0,0,4.09
0.21466,6,-0.649,-0.04,0.03,-0.76,113.04,-5.94,0.17,0.02,-0,0,4.09
0.22164,5,-0.333,-0.01,-0.17,-0.93,155.44,5.11,18.63,-0.03,0,0.01,4.09
0.22348,7,-0.353,0.02,-0.02,-0.93,152.7,3.27,1.7,0.02,-0.01,-0,0
0.22791,4,-0.957,0.15,-0.07,-0.24,40.51,11.53,-14.85,-0.01,0.02,0.01,4.09
0.2295,0,0.82,0.04,0.09,-0.56,304.85,10.7,-1.89,0,-0,0,4.09
0.23365,2,-0.921,0.12,-0.14,-0.35,53.89,19.44,-7.83,-0,-0,0,4.09
0.23586,3,-0.228,0.13,-0.01,-0.96,167.18,15.09,-2.05,0.04,0.01,0.01,4.09
0.31219,1,-0.759,-0.07,-0.1,0.64,293.75,14.38,-0.94,0.01,0,0.01,4.09
0.31381,6,-0.648,-0.04,0.03,-0.76,113.08,-5.94,0.07,0.02,0,0,4.09
0.31907,5,-0.333,-0.01,-0.17,-0.93,155.37,5.19,18.73,-0.03,0,0.01,4.09
0.32092,7,-0.353,0.02,-0.02,-0.94,152.73,3.36,1.56,0.02,0.01,0,0
0.32446,4,-0.958,0.15,-0.07,-0.24,40.37,11.67,-14.87,-0.01,0.02,0,4.09
0.32591,0,0.821,0.04,0.09,-0.56,304.89,10.6,-1.91,0,0,0.01,4.09
0.33059,2,-0.921,0.12,-0.14,-0.35,53.8,19.51,-7.93,-0,-0,0.01,4.09
0.33247,3,-0.229,0.13,-0.01,-0.96,167.09,15.13,-2.01,0.04,0.01,0.01,4.09
0.41085,1,-0.759,-0.07,-0.1,0.64,293.78,14.32,-0.99,0.01,-0,0,4.09
