0.040851,1,0.604,-0.03,0.03,0.8,119.66,4.22,0.43,0.01,-0,-0,3.9
0.043315,5,0.969,0.17,0.04,-0.17,355.58,7.49,19.13,0.01,0,0.01,3.84
0.079949,2,-0.437,-0.11,-0.17,0.88,244.86,19.85,-12.24,0.03,0,0,3.93
0.081628,3,0.985,0.06,0.15,-0.06,7.59,17.84,5.41,-0.01,0,0,3.8
0.086359,4,-0.525,-0.04,-0.17,0.83,256.62,14.37,-14.92,0.01,-0.01,0.01,3.77
0.08847,0,-0.799,0.08,0.02,-0.6,87.27,3.56,-8.18,-0.13,0.05,-0.01,3.91
0.11771,7,0.998,-0.03,-0.01,0.05,19.45,-0.87,-3.59,-0.01,0.01,-0,0
0.12102,6,-0.008,-0.03,-0.11,-0.99,192.76,-3.19,12.96,-0.05,-0.01,0,3.78
0.1571,1,0.605,-0.03,0.02,0.8,119.53,4.18,0.4,0.02,0,0.01,3.9
0.15873,5,0.969,0.18,0.04,-0.17,355.64,7.44,19.31,0.01,0.01,0.01,3.84
0.19214,2,-0.436,-0.11,-0.17,0.88,244.79,19.8,-12.23,0.03,0.01,0.01,3.93
0.1937,3,0.985,0.06,0.15,-0.06,7.64,17.81,5.44,-0.01,0,0.01,3.8
0.19759,4,-0.524,-0.04,-0.17,0.83,256.57,14.4,-14.88,0,-0,0.01,3.77
0.19912,0,-0.8,0.08,0.02,-0.6,87.12,3.71,-8.13,-0.13,0.05,-0,3.91
0.22481,7,0.998,-0.03,-0.01,0.05,19.6,-0.91,-3.66,-0.01,-0,-0,0
0.22654,6,-0.008,-0.03,-0.11,-0.99,192.73,-3.22,12.96,-0.05,-0,0,3.78
0.25813,1,0.604,-0.03,0.03,0.8,119.67,4.31,0.39,0.02,0,-0,3.9
0.25981,5,0.97,0.18,0.03,-0.17,355.65,7.2,19.31,-0.01,0,0.01,3.84
0.27948,2,-0.435,-0.11,-0.17,0.88,244.68,19.84,-12.24,0.03,-0,0,3.93
0.28112,3,0.985,0.06,0.15,-0.06,7.74,17.82,5.41,-0,0,0,3.8
0.28644,4,-0.525,-0.04,-0.17,0.83,256.61,14.39,-14.93,0,0,0.01,3.77
0.2885,0,-0.8,0.08,0.01,-0.59,87.01,3.87,-8.08,-0.13,0.05,-0.01,3.91
0.30519,7,0.998,-0.03,-0.01,0.05,19.78,-0.9,-3.68,-0.01,-0,-0,0
0.30682,6,-0.008,-0.03,-0.11,-0.99,192.81,-3.19,13,-0.05,-0.01,0,3.79
0.34224,1,0.604,-0.03,0.03,0.8,119.72,4.31,0.35,0.01,-0,0,3.9
0.34392,5,0.97,0.17,0.03,-0.17,355.77,7.15,19.21,-0.01,-0,0.02,3.84
0.37918,2,-0.437,-0.11,-0.17,0.88,244.96,19.87,-12.08,0.03,0.01,0,3.93
0.38078,3,0.985,0.05,0.15,-0.06,7.8,17.79,5.41,-0.01,-0,0.01,3.8
0.38457,4,-0.526,-0.04,-0.18,0.83,256.73,14.38,-15,0.01,0,0.01,3.77
0.38672,0,-0.801,0.08,0.01,-0.59,86.86,4.02,-8.01,-0.13,0.04,-0.01,3.91
0.41445,7,0.998,-0.03,-0.01,0.05,19.96,-0.84,-3.73,-0.01,-0.01,-0,0
0.41619,6,-0.006,-0.03,-0.11,-0.99,192.95,-3.26,13.07,-0.05,-0,0,3.79
0.46043,1,0.604,-0.03,0.03,0.8,119.76,4.28,0.46,0.01,0,0,3.9
0.4621,5,0.97,0.17,0.04,-0.17,355.86,7.22,19.1,-0,-0.01,0.01,3.84
0.4955,2,-0.438,-0.11,-0.17,0.88,245.05,19.87,-12.04,0.02,0,0,3.93
