0.055446,0,3.97
0.058738,3,0.812,-0.07,0.16,0.56,83.69,19.6,4.42,0.01,0.01,0,3.83
0.063558,7,0.849,-0.02,-0.05,0.53,77.8,-3.92,-5.43,-0.01,0,-0,0
0.065455,5,0.911,0.12,0.16,0.36,59.31,11.35,19.69,0.04,0.01,0.01,3.88
0.094446,1,0.072,-0.05,-0,1,185.76,5.63,-0.53,0.02,-0,0.01,3.93
0.095982,0,-0.102,0.07,-0.01,-0.99,182.29,8.09,-0.26,0.01,0,-0,3.95
0.099388,4,-0.853,0.06,-0.18,0.49,312.52,14.32,-16.59,0.02,-0.01,0.01,3.8
0.10091,6,0.54,-0,-0.11,-0.83,259.16,-6.94,10.5,0.02,-0,0,3.82
0.1641,2,-0.875,0.01,-0.21,0.44,318.77,21.14,-11.95,0.01,0,0,3.97
0.1656,3,0.812,-0.07,0.16,0.56,83.66,19.63,4.28,0.01,0.01,0,3.83
0.16886,7,0.848,-0.02,-0.05,0.53,77.83,-3.9,-5.41,-0.01,-0,-0,0
0.17022,5,0.911,0.12,0.15,0.36,59.41,11.26,19.45,0.02,-0,0.02,3.88
0.19935,1,0.071,-0.05,-0,1,185.85,5.69,-0.49,0.01,-0,0,3.93
0.20093,0,-0.102,0.07,-0.01,-0.99,182.27,8.18,-0.18,0.01,0.01,0,3.95
0.20453,4,-0.854,0.06,-0.18,0.49,312.67,14.22,-16.58,0.02,0.01,0,3.8
0.20704,6,0.541,-0,-0.11,-0.83,259.32,-6.98,10.5,0.01,-0.01,0,3.82
0.25653,2,-0.876,0.01,-0.21,0.44,319,21.01,-11.9,0.01,0,0,3.97
0.25937,3,0.812,-0.07,0.16,0.56,83.73,19.74,4.15,-0,0.01,0.01,3.83
0.26377,7,0.849,-0.02,-0.05,0.53,77.75,-3.92,-5.32,-0.01,-0,-0,0
0.26532,5,0.912,0.12,0.15,0.36,59.42,11.22,19.25,0.01,-0.01,0.02,3.88
0.29519,1,0.071,-0.05,-0,1,185.9,5.82,-0.5,0.01,-0,0,3.93
0.29674,0,-0.103,0.07,-0.01,-0.99,182.18,8.44,-0.14,0.01,0.01,-0.01,3.94
0.30184,4,-0.854,0.06,-0.18,0.49,312.76,14.05,-16.46,0.02,0.01,0,3.8
0.30348,6,0.541,-0,-0.11,-0.83,259.31,-6.97,10.42,0.03,0,-0,3.82
0.36192,2,-0.877,0.01,-0.21,0.43,319.17,20.79,-11.78,0.01,0,0,3.97
0.36344,3,0.812,-0.07,0.16,0.56,83.62,19.9,3.96,0.02,0,-0,3.83
0.36949,7,0.849,-0.02,-0.05,0.52,77.64,-3.91,-5.21,-0.01,-0,-0,0
0.37141,5,0.913,0.12,0.15,0.36,59.12,11.19,19.11,0.02,0,0.02,3.88
0.39745,1,0.07,-0.05,-0,1,186.03,5.83,-0.46,0.01,-0,0,3.94
0.39917,0,-0.103,0.07,-0.01,-0.99,182.21,8.49,-0,0.01,0,0,3.94
0.40537,4,-0.855,0.06,-0.18,0.49,312.87,13.87,-16.42,0.02,0,0.01,3.8
0.40794,6,0.541,-0,-0.11,-0.83,259.35,-7,10.43,0.02,0,0,3.82
0.44823,2,-0.877,0.01,-0.2,0.43,319.17,20.59,-11.72,0.01,0.01,0,3.97
0.44981,3,0.812,-0.07,0.16,0.56,83.51,19.88,3.9,0,0,0.01,3.83
0.45594,7,0.849,-0.02,-0.05,0.53,77.68,-3.85,-5.12,-0.01,0,-0,0
0.45848,5,0.912,0.12,0.15,0.36,59.17,11.23,19.31,0.02,-0.01,0.01,3.88
0.49872,1,0.07,-0.05,-0,1,186.01,5.84,-0.51,0.01,0,0,3.93
0.50036,0,-0.104,0.07,-0.01,-0.99,182.1,8.46,0.04,0.01,0,-0,3.94
0.50661,4,-0.855,0.06,-0.17,0.48,313,13.68,-16.48,0.01,-0.01,0.02,3.8
0.50876,6,0.54,-0,-0.11,-0.83,259.26,-6.98,10.61,0.01,-0,-0,3.82
0.56754,2,-0.878,0.01,-0.2,0.43,319.26,20.42,-11.62,0.02,-0,0,3.97
0.56906,3,0.814,-0.07,0.16,0.55,83.26,19.88,3.81,0.01,0,0,3.83
0.5757,7,0.849,-0.02,-0.05,0.53,77.83,-3.77,-5.03,0,-0,-0,0
0.57762,5,0.913,0.12,0.15,0.36,58.87,11.19,19.33,0.03,0,0.01,3.88
0.60262,1,0.07,-0.05,-0,1,185.96,5.83,-0.54,0.01,-0,0,3.93
0.60416,0,-0.105,0.07,-0.01,-0.99,181.95,8.44,0.06,0.01,0,0,3.94
0.60844,4,-0.856,0.06,-0.17,0.48,313.12,13.58,-16.51,0.01,-0.01,0.01,3.8
0.60996,6,0.539,-0,-0.11,-0.83,259.1,-7.02,10.56,0.02,0,0,3.82
0.66551,2,-0.877,0.01,-0.2,0.43,319.21,20.44,-11.73,0.01,0,0.01,3.97
0.66696,3,0.815,-0.07,0.16,0.55,82.96,19.81,3.82,0.01,0,0,3.83
0.67175,7,0.848,-0.02,-0.05,0.53,77.93,-3.74,-5.1,-0.01,-0,-0,0
0.67332,5,0.914,0.12,0.15,0.36,58.74,11.22,19.29,0.03,0.01,0.01,3.88
0.70047,1,0.071,-0.05,-0,1,185.88,5.92,-0.58,0.01,0,0,3.94
0.70194,0,-0.107,0.07,-0.01,-0.99,181.78,8.38,0.02,0.01,0,0,3.94
0.70755,4,-0.855,0.06,-0.17,0.48,313,13.66,-16.55,0.01,0.01,0.01,3.8
0.70911,6,0.537,-0,-0.11,-0.84,258.85,-7.05,10.42,0.02,-0,0,3.82
0.76747,2,-0.877,0.01,-0.2,0.44,319.15,20.48,-11.76,0.01,0,0,3.97
0.76898,3,0.816,-0.07,0.16,0.55,82.82,19.77,3.88,0.01,0,0,3.83
0.77239,7,0.848,-0.02,-0.05,0.53,77.86,-3.71,-5.12,-0,0,-0,0
0.77407,5,0.914,0.12,0.15,0.36,58.63,11.22,19.31,0.03,0,0.01,3.88
0.80291,1,0.071,-0.05,-0,1,185.86,5.9,-0.52,0,-0.01,0,3.94
0.80461,0,-0.108,0.07,-0.01,-0.99,181.63,8.34,-0.06,0.01,-0,0,3.94
0.80874,4,-0.855,0.06,-0.17,0.48,312.95,13.68,-16.52,0.02,0,0.01,3.8
0.81051,6,0.536,-0,-0.11,-0.84,258.69,-7.02,10.56,0.02,0,0,3.82
0.85285,2,-0.876,0.01,-0.2,0.44,318.97,20.46,-11.76,0.01,0,0.01,3.97
0.85441,3,0.816,-0.07,0.16,0.55,82.8,19.74,3.83,0.02,0,0.01,3.83
0.85856,7,0.849,-0.02,-0.05,0.53,77.79,-3.68,-5.13,-0,0,0,0
0.86006,5,0.914,0.12,0.15,0.36,58.51,11.23,19.27,0.03,0,0.02,3.88
0.916,1,0.072,-0.05,-0,1,185.76,5.81,-0.53,0.01,0,0,3.93
0.91773,0,-0.106,0.07,-0.01,-0.99,181.79,8.41,-0.09,0.02,0,-0,3.95
0.9211,4,-0.854,0.06,-0.17,0.49,312.72,13.66,-16.58,0.02,0,0,3.8
0.92252,6,0.532,-0,-0.11,-0.84,258.11,-6.9,10.66,0.01,-0.01,0,3.82
0.95712,2,-0.876,0.01,-0.2,0.44,318.88,20.47,-11.8,0.01,0,0,3.97
0.95939,3,0.815,-0.07,0.16,0.55,82.99,19.76,3.87,0.01,0.01,0.02,3.83
0.96378,7,0.85,-0.02,-0.05,0.52,77.55,-3.7,-5.09,-0,0,-0,0
0.96538,5,0.914,0.12,0.15,0.36,58.58,11.15,19.34,0.04,0.01,0.02,3.88
1.0148,1,0.073,-0.05,-0,1,185.64,5.85,-0.55,0.01,-0,0,3.93
1.0166,0,-0.105,0.07,-0.01,-0.99,181.98,8.35,-0.07,0,0,0,3.95
1.0201,4,-0.853,0.06,-0.17,0.49,312.58,13.72,-16.54,0.02,-0,0.01,3.8
1.0216,6,0.531,-0,-0.11,-0.84,258.02,-6.79,10.76,0.03,0,0,3.82
1.0539,2,-0.876,0.01,-0.2,0.44,318.78,20.51,-11.75,0.01,0,0,3.97
1.0554,3,0.813,-0.07,0.16,0.55,83.36,19.87,4.06,0,0.01,0,3.83
1.0598,7,0.849,-0.02,-0.05,0.52,77.64,-3.63,-5.19,-0.02,-0,-0,0
1.0614,5,0.914,0.12,0.15,0.36,58.64,11.26,19.32,0.01,0.02,0.01,3.88
1.1365,1,0.074,-0.05,-0,1,185.51,5.77,-0.6,0.02,-0,0,3.93
1.138,0,-0.104,0.07,-0.01,-0.99,182.03,8.1,-0.11,0,0,0.01,3.95
1.1418,4,-0.853,0.06,-0.17,0.49,312.51,13.78,-16.45,0.01,0,0.01,3.8
1.1434,6,0.533,0,-0.11,-0.84,258.22,-6.76,10.92,0.02,-0,0.01,3.82
1.1724,2,-0.876,0.01,-0.2,0.44,318.77,20.59,-11.62,0,0.01,0,3.97
1.1741,3,0.811,-0.07,0.16,0.56,83.79,19.99,4.31,-0,0,0.01,3.83
1.179,7,0.85,-0.02,-0.05,0.52,77.53,-3.54,-5.12,0.02,0.01,0,0
1.1805,5,0.913,0.12,0.16,0.36,58.78,11.58,19.28,0.01,-0,0,3.88
1.2169,1,0.074,-0.05,-0,1,185.53,5.72,-0.66,0,-0,0,3.93
1.2185,0,-0.102,0.07,-0.01,-0.99,182.3,7.96,-0.04,0,0.01,0,3.94
1.2233,4,-0.854,0.06,-0.17,0.49,312.82,13.81,-16.38,0.01,0.01,0.01,3.8
1.2258,6,0.533,0,-0.11,-0.84,258.22,-6.75,10.89,0.02,-0,0,3.82
1.2586,2,-0.876,0.01,-0.2,0.44,318.91,20.67,-11.58,0.01,0.01,0.01,3.97
1.2607,3,0.81,-0.07,0.17,0.56,84.04,20.18,4.48,0,-0,0,3.83
1.2643,7,0.849,-0.02,-0.05,0.52,77.63,-3.56,-5.2,0,-0,-0,0
