0.031183,0.02,0.07,0.99,180.82,2.91,7.92,-0.03,0.1,-0.11,3.86
0.033139,6,0.612,-0.05,-0.09,-0.78,269.57,-11.18,4.97,0.14,0.07,0.01,3.75
0.037446,4,-0.781,0.07,-0.16,0.6,297.64,9.62,-18.3,0.31,-0.05,-0.05,3.74
0.039253,5,0.886,0.04,0.04,0.46,69.13,1.6,6.49,0.02,0.06,0.04,3.8
0.044886,2,-0.9,-0.02,-0.11,0.42,323.44,12.67,-3.62,-0.05,0.18,-0.13,3.89
0.046996,0,-0.009,0.14,-0.01,-0.99,193.14,15.96,0.83,-0.07,-0.03,0.1,3.87
0.078384,7,0.88,-0.04,0.15,0.45,68.68,17.6,4.17,-0.14,-0.03,-0.21,0
0.080087,3,0.794,-0.16,0.06,0.58,84.93,16.58,-11.59,-0.05,-0.02,0.06,3.76
0.11646,1,0.117,0.01,0.04,0.99,180.54,-0.35,4.23,-0.02,0.01,0.04,3.86
0.12232,6,0.632,-0.05,-0.1,-0.77,272.44,-11.98,5.56,0.21,-0.08,-0.03,3.75
0.16314,4,-0.775,0.09,-0.2,0.59,296.85,11.65,-22.93,0.19,0.1,-0.08,3.74
0.16498,5,0.895,0.03,0.04,0.44,66.71,2.17,5.39,0.07,-0.01,0.05,3.8
0.17013,2,-0.904,-0.01,-0.14,0.4,325.31,15.47,-5.35,0.03,0,-0.03,3.89
0.17172,0,0.001,0.13,0.01,-0.99,193.92,14.54,-1.7,0,0.05,-0.03,3.87
0.18513,7,0.857,-0.02,0.09,0.51,75.63,9.98,2.98,0.69,1.12,0.34,0
0.18688,3,0.788,-0.15,0.05,0.59,86.68,15.4,-10.37,-0.13,0.03,0.11,3.76
0.22036,1,0.107,0.03,0.02,0.99,181.69,-3.46,2.17,0.15,-0.1,0.05,3.86
0.22274,6,0.619,-0.05,-0.11,-0.78,270.51,-12.15,6.22,0.05,0.09,0.04,3.75
0.26264,2,-0.896,-0.02,-0.17,0.41,323.75,18.59,-6.75,-0.07,-0.01,0.1,3.89
0.26461,5,0.885,0.04,0.03,0.46,69.43,1.36,5.55,-0.08,0,0.04,3.8
0.26904,4,-0.786,0.11,-0.22,0.57,299.48,12.94,-25.8,0.18,-0.02,0.08,3.74
0.27072,0,-0.001,0.12,0.02,-0.99,193.65,13.77,-2.18,-0.01,-0.01,0.03,3.87
0.28225,7,0.819,-0.06,0.05,0.57,83.38,8.45,-2.78,-0.07,-0.54,-0.06,0
0.28379,3,0.785,-0.15,0.05,0.6,87.46,15.19,-10.05,-0.16,-0.04,0.01,3.76
0.32201,1,0.086,0.03,0.02,1,184.09,-3.79,2.14,0.09,0.24,-0.06,3.86
0.32356,6,0.625,-0.05,-0.11,-0.77,271.38,-12.69,6.53,0.26,-0.04,-0.03,3.75
0.35712,4,-0.836,0.12,-0.24,0.48,310.28,16.37,-26.07,0.16,-0.03,-0.03,3.73
0.35872,5,0.882,0.04,0.02,0.47,70.04,0.16,5.36,-0.18,-0.01,0.08,3.8
0.36492,2,-0.894,-0.03,-0.19,0.41,324.13,21.31,-6.14,-0.12,0.03,-0.11,3.89
0.36681,0,-0.012,0.12,0.02,-0.99,192.36,13.53,-2.63,-0.02,0,0.01,3.87
0.38681,7,0.805,-0.07,0.02,0.59,86.09,6.63,-5.15,0.23,0.27,0.02,0
0.38854,3,0.791,-0.15,0.05,0.59,86.21,15.19,-10.34,-0.17,-0.03,-0.02,3.76
0.41394,1,0.094,0.05,0.02,0.99,183.15,-5.44,2.84,0.1,-0.14,0,3.86
0.41581,6,0.612,-0.05,-0.12,-0.78,269.48,-12.86,7.07,0.03,-0.03,0.01,3.75
