0.053548,5,0.906,0.14,0.12,0.38,61.07,6.23,19.83,0.01,-0.01,0.01,4.08
0.055409,6,0.849,-0.03,-0.02,-0.53,310.48,-3.43,-1.76,0.02,0,0,4
0.090722,2,-0.837,0.01,-0.2,0.51,309.25,18.87,-13.79,0,-0.01,0.02,4.09
0.092208,0,0.071,0.08,-0,-0.99,202.32,9.46,0.72,0.02,-0.01,-0.01,4.09
0.096248,4,-0.905,0.07,-0.16,0.39,325.76,13.3,-15.05,0.01,0.02,0.02,4
0.097872,7,-0.894,0.06,0.06,-0.44,66.76,-2.78,-8.83,-0.04,-0.01,-0,0
0.1017,1,-0.016,-0.11,-0.01,0.99,195.86,12.58,-0.4,0,0,0,4.02
0.10334,3,-0.839,0.1,-0.16,-0.51,76.71,21.42,-0.15,-0.01,0,0.01,4.03
0.15433,5,0.905,0.14,0.12,0.39,61.4,6.08,19.67,-0,-0.02,0.01,4.08
0.15611,6,0.851,-0.03,-0.02,-0.52,310.84,-3.46,-1.92,0.02,-0.01,-0,4
0.18949,2,-0.839,0.01,-0.2,0.51,309.7,18.89,-13.64,0,0,-0.01,4.09
0.19107,0,0.074,0.08,0,-0.99,202.58,9.6,0.65,0.02,-0,0.01,4.09
0.19701,4,-0.906,0.07,-0.16,0.39,326,13.25,-15.1,0.02,0.02,-0,4
0.20121,7,-0.894,0.06,0.05,-0.44,66.82,-2.64,-8.61,-0.03,0,-0.01,0
0.205,1,-0.017,-0.11,-0.01,0.99,196.01,12.59,-0.4,0.01,-0,0.01,4.02
0.20649,3,-0.841,0.1,-0.16,-0.51,76.46,21.08,-0.29,0.03,0.02,-0.01,4.03
0.26819,5,0.904,0.14,0.11,0.39,61.52,5.78,19.63,-0.01,-0,0.01,4.08
0.26977,6,0.851,-0.03,-0.02,-0.52,310.95,-3.46,-1.97,0.04,-0.01,-0,4
0.30329,2,-0.841,0.01,-0.2,0.5,309.99,18.87,-13.42,0,-0.01,0,4.09
0.30501,0,0.077,0.08,0,-0.99,202.89,9.68,0.4,0.02,-0.04,0.01,4.09
0.31112,4,-0.907,0.07,-0.16,0.38,326.3,13.16,-15.07,0.02,0.01,0,4
0.31325,7,-0.893,0.06,0.05,-0.44,66.99,-2.55,-8.46,-0.03,-0.01,-0,0
0.31932,1,-0.019,-0.11,-0.01,0.99,196.15,12.56,-0.41,0.01,-0,0,4.02
0.32121,3,-0.837,0.1,-0.14,-0.52,77.14,20.47,-1.6,0.06,0.05,0.02,4.03
0.35202,5,0.904,0.14,0.11,0.39,61.68,5.56,19.76,-0.02,0.01,0.02,4.08
0.3537,6,0.85,-0.03,-0.02,-0.52,310.75,-3.47,-1.94,0.02,-0.01,0,4
0.39309,2,-0.841,0.01,-0.2,0.5,310.14,18.92,-13.36,-0,-0.01,0.01,4.09
0.39475,0,0.08,0.08,0.01,-0.99,203.29,9.75,-0.23,0.03,0,0,4.09
0.40367,4,-0.907,0.07,-0.16,0.38,326.53,13.17,-15.13,0.02,-0.01,0.02,4
0.40549,7,-0.892,0.06,0.05,-0.45,67.25,-2.39,-8.33,-0,0.01,0,0
0.41019,1,-0.019,-0.11,-0.01,0.99,196.18,12.49,-0.49,0.01,-0,0,4.02
0.41177,3,-0.816,0.12,-0.14,-0.55,81.16,21.56,-2.72,-0.12,-0.03,0.01,4.03
0.45483,5,0.888,0.16,0.12,0.42,65.29,4.68,22.08,-0.14,0,0.24,4.08
0.45647,6,0.851,-0.03,-0.02,-0.52,310.94,-3.56,-1.82,0.03,-0,0,4
0.49008,2,-0.841,0.01,-0.2,0.5,310.15,19.11,-13.37,-0.01,-0.01,0.02,4.09
0.49192,0,0.091,0.08,0.01,-0.99,204.49,9.66,-0.65,0.03,-0,-0,4.09
0.49855,4,-0.908,0.07,-0.16,0.38,326.66,13.3,-15.08,0.02,-0.01,0.03,4
0.50129,7,-0.89,0.05,0.05,-0.45,67.75,-2.14,-8.13,-0.02,0.01,0,0
