0.032973,0.698,0.04,-0.04,0.71,282.69,0.16,-6.53,-0,0,0,0
0.03505,3,-0.655,-0.13,-0.08,0.74,277.63,17.4,3.47,0.02,-0,0.01,3.78
0.050078,4,-0.25,0.14,0.09,-0.95,163.02,13.17,-13.97,0,0,0.01,3.75
0.051653,6,0.535,0.09,0.07,0.84,128.44,-4.86,12.03,0.01,-0,0,3.77
0.083734,2,-0.242,0.19,0.04,-0.95,163.74,20.13,-9.74,0.01,-0.01,0,3.91
0.085543,5,-0.586,-0.13,0.09,0.79,267.82,5.96,17.32,0.02,0,0.01,3.82
0.091361,1,-0.994,0,-0.05,-0.1,25.02,5.88,0.2,-0,0,0,3.88
0.09308,0,0.989,-0.02,0.08,0.12,28.07,9.65,-1.34,-0.01,-0,0,3.89
0.10804,7,-0.698,0.04,-0.04,0.71,282.72,0.2,-6.48,0.01,0,-0,0
0.10999,3,-0.655,-0.13,-0.08,0.74,277.66,17.35,3.44,-0,-0,0.01,3.78
0.16769,4,-0.251,0.14,0.09,-0.95,162.93,13.15,-13.95,0.01,-0,0.01,3.75
0.16933,6,0.534,0.09,0.07,0.84,128.58,-4.89,12.1,0,-0,0,3.77
0.17292,2,-0.241,0.19,0.03,-0.95,163.92,20.09,-9.61,0.01,-0.01,0,3.91
0.17441,5,-0.587,-0.13,0.09,0.79,267.9,5.94,17.3,0.01,0,0.02,3.82
0.19494,1,-0.994,0,-0.05,-0.1,25.11,5.9,0.17,-0,-0,0,3.88
0.19964,0,0.989,-0.02,0.08,0.12,28.09,9.69,-1.29,-0,-0,0,3.89
0.23182,7,-0.699,0.04,-0.04,0.71,282.84,0.2,-6.43,0.01,0,-0,0
0.23347,3,-0.655,-0.13,-0.08,0.74,277.63,17.36,3.31,0.01,0.01,0.01,3.78
0.2515,4,-0.249,0.14,0.08,-0.95,163.18,13.08,-13.8,0.01,-0,0.01,3.75
0.25311,6,0.533,0.09,0.07,0.84,128.62,-4.88,12.14,0.01,0,0,3.77
0.26653,2,-0.239,0.19,0.03,-0.95,164.22,19.98,-9.47,0.01,-0.01,0,3.91
