ED,ECU,FCU,FD,APL,Force
3.808,13.88,10.68,11.33,8.07,-0.011791946321594
3.82,13.84,10.7,11.35,8.07,-0.0128544018080533
3.808,13.82,10.69,11.37,8.07,-0.0120510241443565
3.796,13.7,10.66,11.36,8.088,-0.0118590368337786
3.748,13.63,10.59,11.37,8.079,-0.0130640298571459
3.712,13.6,10.51,11.45,8.088,-0.0120023715540326
3.653,13.59,10.46,11.54,8.088,-0.00810599450394855
3.617,13.57,10.44,11.57,8.098,-0.00546889422241931
3.617,13.54,10.44,11.57,8.107,-0.00611981271415118
3.605,13.47,10.45,11.57,8.107,-0.00686598762567631
3.581,13.38,10.45,11.57,8.107,-0.00580837222275232
3.557,13.21,10.46,11.57,8.126,-0.00612225495787533
3.509,13.02,10.59,11.61,8.126,-0.00723962023398395
3.521,12.99,10.83,11.63,8.154,-0.00431691435064124
3.581,12.97,11.02,11.63,8.341,0
3.569,12.93,11.04,11.64,8.238,0.00022621679313295
3.569,12.86,11.07,11.7,8.257,-0.000801002769532655
3.557,12.81,11.11,11.79,8.247,-5.10831801179834e-05
3.521,12.8,11.11,11.84,8.247,-5.07987490243056e-05
3.509,12.78,11.13,11.87,8.247,-0.000684544279076327
3.509,12.77,11.13,11.88,8.238,-5.1859244100283e-05
3.545,12.8,11.16,11.88,8.247,3.33138713747294e-05
3.581,12.86,11.17,11.9,8.406,-0.000946887347469783
3.581,12.9,11.17,11.94,8.509,-5.0220225237263e-06
3.581,12.93,11.18,11.96,8.528,0.00320878014878889
3.569,12.99,11.19,11.95,8.528,0.00533341678912719
3.569,13.11,11.18,11.96,8.546,0.00489478102964214
3.557,13.19,11.21,11.96,8.537,0.00431919121317192
3.557,13.19,11.24,11.95,8.528,0.00493097813717169
3.605,13.22,11.23,11.94,8.528,0.00490608950762217
3.641,13.27,11.32,11.94,8.528,0.00437181212542181
3.617,13.3,11.43,11.94,8.518,0.00495569184683081
3.617,13.41,11.4,11.93,8.528,0.00489460251266899
