ED,ECU,FCU,FD,APL,Force
17.24,6.75,12.09,12.77,11.54,0.117516499900488
17.32,7.057,12.16,12.73,11.55,0.119790761704173
17.38,7.247,12.22,12.7,11.59,0.119364160511556
17.42,7.349,12.2,12.64,11.76,0.118803025931972
17.49,7.481,12.17,12.61,11.96,0.119225535663311
17.63,7.656,12.12,12.61,12.01,0.119382378663707
17.84,7.729,12.18,12.58,12.09,0.119062044839078
18.02,7.714,12.43,12.59,12.31,0.118976607054593
18.24,7.729,12.55,12.6,12.6,0.119395286919697
18.6,7.744,12.59,12.69,12.69,0.119310063096311
18.97,7.744,12.65,12.77,12.68,0.118661349196307
19.15,7.758,12.67,12.84,12.53,0.119417706061592
19.22,7.773,12.67,12.92,12.72,0.119939666430185
19.23,7.802,12.66,12.98,12.99,0.117085616031283
19.24,7.86,12.69,13.01,13.06,0.114357331378579
19.27,7.875,12.75,13.01,13.06,0.114377216365608
19.28,7.919,12.77,13.01,12.8,0.11240060624049
19.31,7.977,12.77,13.02,12.04,0.108302343520393
19.32,8.065,12.77,13.05,11.79,0.107363358236317
19.35,8.123,12.77,13.11,11.82,0.108499589333446
19.47,8.138,12.77,13.12,11.85,0.108361941237374
19.65,8.138,12.77,13.13,11.92,0.10792625566803
19.79,8.138,12.86,13.24,11.92,0.108057714937254
19.87,8.138,12.96,13.58,11.91,0.108383380819548
19.84,8.153,12.97,14.05,11.93,0.108280813495656
19.62,8.153,12.97,14.46,12.03,0.107639959519984
19.42,8.182,13,14.76,12.52,0.108413962568185
19.32,8.24,13.06,14.93,13.09,0.109054235126744
19.25,8.299,13.14,14.98,13.35,0.105744223269151
19.23,8.43,13.22,15.03,13.63,0.102335025634666
19.27,8.562,13.3,15.11,13.91,0.102236940352661
19.22,8.649,13.37,15.22,13.91,0.100643177021172
19.17,8.679,13.41,15.32,14.12,0.097309261399291
19.16,8.679,13.39,15.36,14.34,0.0966608290068822
19.16,8.708,13.37,15.36,14.48,0.0970469866349088
19.17,8.796,13.32,15.35,14.7,0.0974039462336001
19.19,8.927,13.22,15.33,15.2,0.100272801531845
19.21,9.059,13.11,15.26,15.78,0.103037615025524
19.21,9.102,12.9,15.2,15.96,0.102328845573082
19.22,9.102,12.62,15.11,15.94,0.101471933633252
19.24,9.102,12.64,15.03,15.91,0.102648636906892
19.25,9.102,12.78,14.99,15.87,0.102329953940245
19.29,9.102,12.77,14.95,15.85,0.101136080826156
19.58,9.102,12.76,14.88,15.82,0.104108228532154
20.32,9.117,12.76,14.83,16.01,0.108442972749774
20.85,9.146,12.59,14.83,16.22,0.108595149614684
21.08,9.175,12.26,14.83,16.27,0.107678204508933
21.2,9.175,11.98,14.79,16.23,0.108392879064065
21.2,9.175,11.89,14.79,16.18,0.10824568607064
21.45,9.19,11.89,14.79,16.16,0.107902015051183
21.94,9.19,11.9,14.79,16.16,0.108383338231498
22.12,9.205,11.9,14.71,16.16,0.1081430536287
22.12,9.205,11.91,14.53,16.19,0.10798240423572
22.12,9.219,11.91,14.28,16.22,0.108378712205891
22.14,9.248,11.88,13.98,16.22,0.108092371420801
22.17,9.292,11.88,13.72,16.25,0.108023980176462
22.17,9.322,11.88,13.55,16.31,0.108376469200935
22.14,9.365,11.88,13.47,16.36,0.108070490029302
22.13,9.438,11.88,13.43,16.35,0.108040791215434
22.13,9.511,11.88,13.45,16.36,0.108375499536217
22.2,9.555,11.91,13.49,16.35,0.10807464296334
22.3,9.57,11.95,13.52,16.34,0.108026281655008
22.32,9.599,11.96,13.55,16.34,0.108376936111889
22.32,9.643,11.88,13.56,16.28,0.10811131291303
22.32,9.701,11.86,13.57,16.21,0.107969166041886
22.34,9.716,11.84,13.63,16.19,0.108381665443347
22.37,9.701,11.77,13.7,16.25,0.108204998932107
22.38,9.687,11.75,13.75,16.29,0.107827383067464
22.44,9.687,11.74,13.78,16.31,0.108393835981105
22.51,9.701,11.78,13.82,16.34,0.108437602192004
22.57,9.701,11.84,13.92,16.35,0.107474283393786
22.6,9.716,11.86,14.05,16.34,0.108428263662103
22.61,9.789,11.84,14.07,16.42,0.109234554935512
22.62,9.921,11.83,14.08,16.9,0.105480665716362
22.67,10.04,11.83,14.15,17.81,0.102347131575231
22.71,10.05,11.85,14.24,18.83,0.102646136950803
22.74,10.07,11.88,14.26,19.54,0.0999686974875678
22.74,10.11,11.91,14.26,20.01,0.0973756233905221
22.74,10.11,11.93,14.26,20.23,0.100430642265983
22.74,10.13,11.94,14.25,20.2,0.102409833603288
22.75,10.14,11.93,14.25,20.2,0.102413624270918
22.75,10.15,11.93,14.24,20.23,0.10610179506898
22.76,10.15,11.93,14.21,20.25,0.108767376528557
22.77,10.15,11.92,14.2,20.3,0.108387335207814
22.77,10.15,11.92,14.22,20.36,0.111557816358963
