ED,ECU,FCU,FD,APL,Force
78.96,57.58,12.26,20.73,33.95,0.308693787091486
78.87,57,12.26,20.72,33.98,0.31093489412487
78.86,56.93,12.24,20.72,34.02,0.31017167205358
78.91,56.89,12.19,20.71,34.02,0.309532889050755
78.99,56.95,12.16,20.68,34.03,0.310193663492573
79.14,56.93,12.16,20.66,34.03,0.310196181621097
79.41,57.01,12.14,20.66,34,0.310109713674082
79.5,56.93,12.14,20.68,33.97,0.309553783644996
79.56,56.94,12.14,20.69,33.98,0.310223981160333
79.71,56.98,12.13,20.73,34,0.310857568046451
79.73,57.02,12.11,20.81,34.04,0.308564208686554
79.94,57.25,12.16,20.9,34.13,0.310279137695168
80.1,57.7,12.39,21.02,34.19,0.312999362879904
80.13,57.71,12.6,21.1,34.23,0.302868441412658
80.15,58.21,12.76,21.12,34.27,0.290055996728831
80.18,59.4,13.02,21.12,34.27,0.289052543340931
80.2,60.48,13.31,21.15,34.33,0.289405053489116
80.18,60.79,13.53,21.17,34.43,0.290293915584163
80.3,60.85,13.66,21.17,34.53,0.30288221940426
80.41,60.98,13.69,21.17,34.62,0.313747717700198
80.33,60.91,13.69,21.17,34.69,0.310072645949068
80.22,60.92,13.71,21.19,34.66,0.307490011260202
80.22,60.92,13.68,21.17,34.55,0.312480261718903
80.38,60.85,13.65,21.07,34.34,0.310062063489563
80.48,60.94,13.69,21.02,34.1,0.305631159184355
80.46,61.25,13.77,21.02,34.02,0.319684543499593
80.2,61.27,13.81,20.98,34.03,0.340470182272742
79.56,61.4,13.81,20.9,33.99,0.343118659524955
79.66,61.67,13.72,20.73,33.85,0.337425505053724
80.4,61.85,13.69,20.85,33.64,0.340312226520928
80.84,61.77,13.69,21.21,33.5,0.342015484861648
81.05,61.74,13.69,21.36,33.48,0.337288753723577
81.15,61.56,13.71,21.37,33.45,0.340404924748414
80.97,62.3,13.71,21.29,33.41,0.354080591834998
80.54,64.12,13.65,21.05,33.33,0.362810185500246
80.33,64.59,13.71,20.85,33.22,0.360133395342188
80.33,66.01,13.77,20.83,33.09,0.358119276532035
80.3,66.85,13.85,20.83,33,0.361867846914366
80.02,67.73,14.09,20.78,32.99,0.360119506223935
79.45,71.16,14.22,20.61,32.98,0.35666218321692
78.66,72.34,14.25,20.41,32.89,0.366973809283864
78.17,72.89,14.29,20.26,32.73,0.380387898929545
78.22,73.22,14.35,20.15,32.6,0.3812188701411
77.99,73.14,14.35,20.14,32.57,0.379366694287948
77.99,73.25,14.34,20.21,32.75,0.380230691748478
78.38,72.91,14.34,20.39,33.21,0.378659092605376
78.25,72.23,14.34,20.66,34.01,0.384752113895044
77.86,71.47,14.39,21.09,35.13,0.400522977774411
76.81,70.82,14.47,21.59,36.21,0.404200940720748
75.96,70.74,14.45,21.74,36.3,0.394998082638303
75.98,70.68,14.47,21.74,35.79,0.400599337673548
71.92,70.27,14.51,21.69,36.18,0.422217110206651
67.03,69.75,14.5,21.4,36.18,0.432840209454443
65.19,69.59,14.45,21.09,35.12,0.43021017195222
64.74,69.5,14.44,20.9,34,0.429642479624896
64.56,69.51,14.41,20.82,33.13,0.42913777425543
64.48,69.47,14.37,20.8,32.53,0.430404663352809
64.53,69.37,14.32,20.8,32.2,0.442936326644567
64.61,69.34,14.32,20.8,32,0.453823537099729
64.63,69.34,14.35,20.83,31.85,0.45012872841785
64.68,69.29,14.41,20.85,31.74,0.446564551181872
64.96,69.54,14.44,20.89,31.66,0.456505561547931
65.45,70.22,14.54,20.95,31.62,0.470506598813036
65.89,70.49,14.79,20.97,31.67,0.472885691670619
65.97,70.41,15.16,20.96,31.7,0.466475779944733
65.96,70.41,15.52,20.96,31.7,0.470551067281225
65.91,70.36,15.83,20.97,31.68,0.485128505827323
65.81,70.04,16.12,20.98,31.67,0.491309996172187
65.74,70.15,16.44,20.9,31.66,0.490301760047045
65.55,70.21,16.65,20.64,31.61,0.49071580891419
65.06,70.05,16.72,20.46,31.52,0.487708041859002
65.02,69.88,16.75,20.43,31.44,0.49056301834229
65.14,69.9,16.75,20.47,31.61,0.510220288087504
65.19,70.07,16.75,20.5,32.04,0.525010061392482
65.22,69.98,16.74,20.5,32.3,0.520127196998565
65.17,69.92,16.79,20.5,32.35,0.516084130352072
65.1,70.29,16.88,20.5,32.37,0.526894708312331
65.09,71.1,16.93,20.5,32.43,0.540541632959558
65.12,71.56,17.01,20.49,32.44,0.542569354374096
65.19,71.3,17.09,20.5,32.41,0.536739176169437
65.1,70.4,17.07,20.51,32.41,0.540589738942015
64.89,70.17,17.06,20.49,32.42,0.554798400183311
64.16,70.17,17.09,20.39,32.42,0.561683334149609
62.42,70.2,17.14,20.25,32.42,0.56031831409893
60.8,70.25,17.17,20.14,32.33,0.560067886990384
60.1,70.45,17.16,20.02,32.15,0.558686323840451
59.84,71.51,17.1,19.94,32.05,0.560514721613803
59.92,72.28,17.07,19.97,32.01,0.573172675304931
59.17,72.13,17.04,20.03,31.99,0.583570486596351
55.88,72.11,17.04,19.86,31.98,0.580196319409403
53.71,72.2,17.04,19.47,31.84,0.576352670690812
53.74,72.38,16.98,19.18,31.75,0.587890592562256
53.82,73.01,16.88,19.08,31.91,0.610907530192775
53.77,73.54,16.81,19.06,32.2,0.627432048027362
53.93,73.46,16.78,19.09,32.56,0.629262019755993
54.41,73.25,16.76,19.17,32.99,0.630550916564006
54.41,73.25,16.75,19.21,33.31,0.643003805427489
54.75,72.98,16.75,19.22,33.4,0.653859205590084
55.11,72.52,16.72,19.34,33.38,0.650213707214265
55.54,72.68,16.69,19.46,33.41,0.645816707578502
56.4,72.91,16.6,19.54,33.47,0.6587268861314
57.11,72.94,16.46,19.63,33.64,0.680904485260298
57.35,72.9,16.37,19.68,33.86,0.695948269344331
57.57,72.89,16.38,19.7,33.93,0.701723502698443
57.83,73.14,16.41,19.7,33.95,0.700341983544594
57.93,73.25,16.37,19.7,34.09,0.697553923849554
57.79,72.92,16.34,19.93,34.13,0.705711990986854
57.81,72.75,16.44,20.26,34.19,0.720723232700792
57.53,72.73,16.47,20.36,34.4,0.723253158751527
57.03,72.76,16.41,20.44,34.55,0.716082488069521
57.09,72.94,16.28,20.58,34.65,0.720753099987844
57.17,73.41,16.19,20.62,34.88,0.735271714569786
57.09,72.91,16.16,20.57,35.17,0.741158997934131
56.96,72.58,16.15,20.52,35.38,0.740456890170208
56.7,72.37,16.19,20.44,35.51,0.7407081896431
56.47,72.71,16.19,20.4,35.54,0.737629884383055
56.52,73.91,16.11,20.39,35.54,0.740750250522912
56.52,75.24,15.87,20.39,35.54,0.760239589860006
56.67,74.91,15.84,20.38,35.52,0.774954015325069
56.81,75.33,15.89,20.26,35.48,0.770249949990262
56.96,76.25,15.92,20.18,35.42,0.766046487798526
57.01,76.95,15.93,20.18,35.45,0.77682571620341
56.85,77.8,15.93,20.14,35.48,0.790724521504394
56.67,78.25,15.93,20.06,35.5,0.792651627398
56.6,78.32,15.9,20.03,35.5,0.786421600675378
54.72,78.32,15.87,19.36,35.48,0.790795384303324
52.77,78.4,15.86,18.56,35.18,0.805262341465587
52.23,78.45,15.83,18.09,34.75,0.810920370110833
52.15,79.47,15.81,17.72,34.5,0.810519161184834
52.14,79.57,15.81,17.57,34.44,0.811178378471538
52.14,79.8,15.83,17.54,34.45,0.806942621730669
52.27,79.81,15.87,17.52,34.47,0.810821781525775
52.25,79.75,15.9,17.46,34.51,0.826102961475138
52.63,79.83,16.15,17.51,34.51,0.828855097015095
53.1,80.23,16.98,17.58,34.63,0.830819108722422
53.17,80.39,17.92,17.59,34.77,0.851159878063358
53.17,80.27,18.51,17.58,34.83,0.862722205778337
53.15,80.09,18.97,17.55,34.88,0.860574209831363
53.13,79.67,19.4,17.49,34.9,0.871861540452686
53.13,79.13,19.7,17.4,34.88,0.883977749253015
53.22,79.04,19.78,17.34,34.83,0.880437608916062
53.41,79.03,19.73,17.35,34.88,0.887979973208478
53.49,78.96,19.73,17.41,35.03,0.912749118433001
53.56,78.59,19.89,17.55,35.15,0.920434621141899
53.61,78.53,20.36,17.78,35.23,0.915051846285474
53.66,78.54,21.04,17.87,35.34,0.931076554238087
53.98,78.46,21.56,17.84,35.39,0.950814940434686
54,78.37,21.85,17.82,35.4,0.949595001295221
54.13,78.36,22,17.9,35.38,0.955024944313845
54.31,78.32,22.12,18.02,35.36,0.97086385609608
