0.022617,0,0.719,0.12,-0.06,0.68,100.27,-14.17,5.85,0.02,-0,0,3.49,-0.15,0.31,-0.31,0.25,0.08,0.97
0.024835,0.02,0.02,-0.01,0.01,3.52,-1.68,2.29,1.53,-0.22,0.18,0.97
0.031299,6,0.517,-0.08,-0.01,-0.85,256.74,-7.73,-3.93,0.02,-0,0,3.51,0.31,0,-0.31,0.12,-0.04,1
0.033481,2,0.052,0.02,-0.01,-1,200.07,2.21,0.78,0.01,0,0.01,3.69,0.46,0.46,3.05,-0.05,0.02,1
0.076834,1,0.753,-0.01,0.1,0.65,96.28,8.74,6.84,0.03,-0,0.03,3.67,0,0,0.76,-0.15,0.09,1.02
0.078919,3,0.964,0.13,-0.03,-0.23,347.23,-0.06,15.28,-0.04,0.01,-0,3.72,0.15,-0.76,-0.46,-0.02,0.24,0.97
0.083775,7,0.79,-0.19,-0.03,-0.58,303.71,-15.81,-16.19,0.01,-0.02,0.03,3.59,0.31,-0.15,0.15,0.27,-0.26,0.96
0.085526,4,0.397,0.06,0.17,-0.9,239.77,13.9,-15.82,0,-0,0,3.46,-0.31,0.15,1.22,-0.24,-0.26,0.94
0.13565,0,0.719,0.12,-0.05,0.68,100.32,-14.11,5.92,0.02,-0.01,0,3.49,0,0.61,0.31,0.25,0.08,0.96
0.13714,5,0.946,0.11,0.09,-0.29,340.75,13.65,9.02,0,0.01,0.02,3.52,-4.27,0.46,-9.46,-0.24,0.15,0.98
0.14081,6,0.517,-0.08,-0.01,-0.85,256.84,-7.79,-3.87,0.02,-0,0,3.51,0,-0.31,1.53,0.12,-0.04,0.99
0.14233,2,0.054,0.02,-0.01,-1,200.28,2.27,0.82,0,0.01,0,3.69,-0.31,0,0.31,-0.04,0.02,1
0.17581,1,0.752,-0,0.1,0.65,96.35,8.77,6.92,0.03,-0,0.02,3.67,-0.46,0.15,1.53,-0.15,0.09,1.01
0.17727,3,0.965,0.13,-0.03,-0.23,347.49,-0.11,15.31,-0.05,-0.01,0.02,3.72,-0.76,1.07,-2.14,-0.05,0.26,0.99
0.18078,7,0.791,-0.19,-0.03,-0.58,303.89,-15.78,-16.18,0,-0.02,0.03,3.6,0.31,-0.46,1.22,0.26,-0.27,0.96
0.18223,4,0.397,0.06,0.17,-0.9,239.76,13.98,-15.71,-0,0,0.01,3.46,0.46,-0.46,-0.92,-0.24,-0.27,0.94
