0.019619,0,0.226,-0.12,-0.05,-0.97,220.16,-14.44,2.19,0.03,-0.03,0,3.99,0,0.61,0.15,0.21,0.02,0.98
0.02138,7,0.981,-0,-0.09,0.17,34.44,-9.8,-2.02,-0,0,-0,0,0.76,-0.76,-0.46,0.17,-0.03,0.98
0.066633,1,-0.079,-0.19,0.03,-0.98,185.28,-22.3,-2.21,-0,0,-0,3.98,-0.15,0,0.46,0.38,-0.03,0.92
0.068119,4,0.784,-0.1,0.12,-0.6,298.36,4.54,-17.4,-0,-0,0,3.86,-0.46,-0.46,-1.98,-0.08,-0.3,0.95
0.071977,3,0.778,0.02,0.11,0.62,91.7,8.38,9.39,-0,-0,0.01,3.86,-0.46,0.15,0.46,-0.14,0.16,0.98
0.07336,6,-0.971,0.02,0.21,-0.11,28.03,-24.07,-4.98,-0.01,0,0,3.87,0.46,-0.76,-1.37,0.4,-0.08,0.91
0.076985,2,0.721,-0.02,0.08,-0.69,286.38,5.15,-7.86,0,0,0,4.01,0,-0.46,1.07,-0.09,-0.13,0.99
0.078733,5,0.712,0.09,0.13,0.68,102.29,2.83,17.89,-0,-0.01,0.02,3.93,0,1.37,1.83,-0.04,0.31,0.97
0.12854,0,0.229,-0.12,-0.05,-0.96,220.52,-14.44,2.18,0.03,-0.04,-0,3.99,0.31,0.92,0,0.2,0.02,0.98
0.13008,7,0.981,-0,-0.09,0.18,34.47,-9.8,-1.89,0.01,0,-0,0,1.07,-1.22,1.83,0.18,-0.04,0.98
0.16075,1,-0.079,-0.19,0.03,-0.98,185.26,-22.24,-2.26,-0.01,0.01,-0,3.98,-0.46,0.46,0,0.38,-0.03,0.92
0.16231,4,0.783,-0.1,0.12,-0.6,298.27,4.45,-17.41,-0,0,0.01,3.86,0.15,-0.15,0.46,-0.08,-0.31,0.96
0.16734,3,0.778,0.02,0.11,0.62,91.79,8.43,9.31,0,-0,0.01,3.86,-0.46,0.92,0.92,-0.14,0.16,0.98
0.16874,6,-0.971,0.02,0.21,-0.11,28.01,-24.18,-4.93,-0,-0,0,3.87,0.15,-0.61,-1.37,0.41,-0.07,0.91
0.17277,2,0.721,-0.02,0.08,-0.69,286.43,5.19,-7.78,0.01,-0,0,4.01,0,-0.46,0.46,-0.09,-0.13,0.99
0.1743,5,0.71,0.1,0.13,0.69,102.47,2.78,18.05,0,0.01,0.01,3.93,2.59,0.31,3.81,-0.05,0.31,0.96
0.27367,0,0.233,-0.12,-0.05,-0.96,220.92,-14.28,2.24,0.03,-0.03,0,3.99,2.29,1.22,1.22,0.21,0.02,0.98
0.27526,7,0.98,-0,-0.09,0.18,34.75,-10.02,-1.85,0,-0,-0,0,0.61,-0.92,2.59,0.18,-0.03,0.98
0.28036,1,-0.079,-0.19,0.03,-0.98,185.21,-22.31,-2.22,-0.01,-0,-0.01,3.98,-0.15,0.15,-0.31,0.38,-0.04,0.91
0.28179,4,0.784,-0.1,0.12,-0.6,298.52,4.52,-17.37,-0.01,-0,0.02,3.86,-0.31,0,4.12,-0.09,-0.31,0.96
0.28741,3,0.777,0.02,0.11,0.62,91.91,8.49,9.33,0.01,0,0.01,3.85,-0.15,0.92,1.37,-0.15,0.15,0.99
0.28926,6,-0.97,0.02,0.21,-0.11,27.99,-24.36,-4.92,-0,0,0,3.87,0.31,-0.61,0,0.41,-0.08,0.91
0.29486,2,0.721,-0.02,0.08,-0.69,286.33,5.14,-7.75,-0,0,0,4.01,0.15,-0.92,0,-0.08,-0.14,0.99
0.29671,5,0.708,0.1,0.13,0.69,102.9,2.72,18.3,0.01,0,0.01,3.93,0.76,1.53,5.49,-0.05,0.3,0.96
0.36554,0,0.235,-0.12,-0.05,-0.96,221.17,-14.18,2.34,0.03,-0.03,0,3.99,1.98,-0.61,1.53,0.21,0.02,0.98
