0,5,0.848,0.09,0.2,0.48,76.1,14.38,20.78,-0,0,0.02,4.09,0,-0.46,0.31,-0.26,0.35,0.92
0.0017,3,0.738,-0.02,-0.02,0.67,98.83,-0.35,-2.97,-0,0,0,4.08,0.31,0,0.15,0.01,-0.05,1
0.0319,1,-0.271,-0.12,-0.01,0.96,226.04,13.52,2.68,0.01,-0.01,0.01,4.09,0.31,0.46,0,-0.25,0.04,0.98
0.0336,6,-0.988,-0.06,-0.01,0.14,358.17,1.8,6.78,-0,0.01,0,4.05,-0.31,0,1.07,-0.03,0.11,1
0.0378,4,0.895,-0.14,0.18,-0.38,325.22,12.45,-23.5,0.01,0,0,4.06,-0.31,-0.61,0.31,-0.21,-0.38,0.9
0.0396,7,0.981,0.02,0.04,-0.19,352.08,5.12,1.44,0.01,0,-0,0,0.31,-0.61,-1.07,-0.08,0.03,0.99
0.0601,2,-0.705,0,-0.04,0.71,283.68,2.53,-3.34,-0,-0,0.01,4.09,0.31,-0.15,0,-0.05,-0.06,1
0.0617,0,-0.217,-0.04,0.05,0.97,219.39,3.48,6.08,-0,-0,0.01,4.09,-0.31,-0.46,0.46,-0.06,0.1,1
0.0969,5,0.848,0.09,0.2,0.48,76.11,14.35,20.67,-0.01,0,0.02,4.09,-0.15,-0.15,-0.46,-0.26,0.35,0.92
0.0986,3,0.738,-0.02,-0.02,0.67,98.91,-0.38,-2.95,0,0,0.01,4.08,0.61,-0.31,0.92,0.01,-0.05,1.01
0.1329,1,-0.272,-0.12,-0.01,0.95,226.15,13.59,2.72,0.01,-0,0.01,4.09,-0.15,-0.76,0,-0.24,0.05,0.98
0.1347,6,-0.989,-0.06,-0.01,0.14,358.41,1.84,6.72,0.01,0,0,4.05,-0.76,-0.31,4.27,-0.03,0.12,1
0.1396,4,0.896,-0.14,0.18,-0.38,325.24,12.42,-23.39,-0.01,-0,0.02,4.05,0.31,-0.15,1.22,-0.22,-0.4,0.91
0.1413,7,0.981,0.02,0.04,-0.19,352.07,5.04,1.48,0,0,-0,0,0.31,-0.92,0.15,-0.08,0.03,0.99
0.1669,2,-0.705,0,-0.04,0.71,283.69,2.61,-3.32,0,0,-0,4.09,-0.31,0.15,-0.76,-0.04,-0.05,1
0.1685,0,-0.219,-0.04,0.04,0.97,219.52,3.45,6.04,-0.01,-0.02,0,4.09,0.46,-0.46,1.22,-0.06,0.08,1
0.2052,5,0.848,0.09,0.2,0.48,76.14,14.29,20.57,-0.02,-0,0.01,4.09,0,0.15,1.07,-0.26,0.36,0.91
0.2071,3,0.737,-0.02,-0.02,0.68,99.02,-0.34,-2.81,0,-0.01,0,4.08,1.07,0.46,0,0.02,-0.05,1
0.2329,1,-0.272,-0.12,-0.01,0.95,226.21,13.52,2.72,0.01,-0.01,0,4.09,0,-0.92,0,-0.25,0.04,0.97
0.2347,6,-0.989,-0.06,-0.01,0.13,358.83,1.63,6.65,0.01,0.01,0,4.05,-1.68,1.07,6.56,-0.01,0.11,0.99
0.2396,4,0.896,-0.14,0.18,-0.38,325.32,12.49,-23.37,-0,0,0,4.05,0.15,0.92,0.46,-0.22,-0.39,0.9
0.2415,7,0.98,0.02,0.04,-0.19,351.98,4.9,1.59,0.01,0.01,-0,0,1.98,-2.44,-4.43,-0.07,0.02,0.99
0.2799,2,-0.705,0,-0.04,0.71,283.66,2.65,-3.35,-0,-0,0.01,4.09,-0.46,0.61,0.76,-0.05,-0.06,1
0.2816,0,-0.221,-0.04,0.04,0.97,219.81,3.33,5.94,-0,-0.01,0.01,4.09,-0.46,-0.46,-0.92,-0.06,0.1,1.01
0.3022,5,0.848,0.09,0.2,0.48,76.19,14.28,20.61,-0.02,-0.01,0.02,4.09,0,0.31,1.07,-0.25,0.36,0.92
0.304,3,0.738,-0.01,-0.02,0.67,98.97,-0.48,-2.57,-0.03,-0,0.04,4.08,2.29,-0.46,1.37,0.01,-0.01,1.04
0.3503,1,-0.273,-0.12,-0.01,0.95,226.3,13.48,2.74,0.01,-0.01,0.01,4.09,0,-0.46,0.31,-0.26,0.05,0.98
0.3523,6,-0.99,-0.06,-0.01,0.13,359.71,1.65,6.52,0.01,-0,0.01,4.05,-1.83,1.98,2.14,-0.01,0.12,1.01
0.3577,4,0.896,-0.14,0.18,-0.38,325.32,12.56,-23.35,0,0.01,0.01,4.05,-0.46,0,1.07,-0.21,-0.39,0.9
0.3596,7,0.98,0.02,0.04,-0.2,351.55,4.61,1.73,0.02,-0.01,0,0,0.76,-1.22,-3.2,-0.07,0.04,1
0.3733,2,-0.704,0,-0.04,0.71,283.56,2.59,-3.36,0.01,-0.01,-0.01,4.09,0,-6.56,-6.87,-0.06,-0.05,0.99
0.3753,0,-0.217,-0.04,0.05,0.97,219.34,3.55,6.11,-0.02,-0,0.02,4.09,7.02,7.78,-7.93,-0.05,0.1,1.02
0.3949,5,0.847,0.09,0.2,0.49,76.27,14.27,20.72,-0.02,-0,0.02,4.09,0.76,0.15,0,-0.26,0.36,0.91
0.3966,3,0.742,-0.02,-0.02,0.67,98.26,-0.1,-2.73,-0.05,-0.02,0.04,4.08,-7.93,9.77,-16.78,0.02,0,1.04
0.4491,1,-0.276,-0.12,-0.01,0.95,226.6,13.44,2.81,0.02,-0,0.01,4.09,-0.61,0,0.15,-0.25,0.06,0.98
0.4509,6,-0.991,-0.06,-0.01,0.12,359.9,2.04,6.36,0.06,-0.03,0.02,4.05,-3.66,8.7,-0.46,0.01,0.15,1
0.4554,4,0.896,-0.14,0.18,-0.38,325.39,12.58,-23.31,0.01,0,0.02,4.05,-0.46,-1.37,1.98,-0.22,-0.39,0.92
0.4572,7,0.98,0.02,0.04,-0.2,351.46,4.57,1.76,0.03,-0.03,0.02,0,-0.46,1.37,-3.97,-0.07,0.07,1.01
0.4712,2,-0.704,0.01,-0.03,0.71,283.52,2.15,-3.32,0,-0.01,-0,4.09,2.14,-0.76,4.27,-0.05,-0.05,0.99
0.4733,0,-0.205,-0.05,0.05,0.98,218.11,4.87,6.88,-0.05,0,0.04,4.09,12.82,18.77,-13.73,-0.04,0.11,1.03
