ED,ECU,FCU,FD,APL,Force
99.14,9.243,7.519,27.01,45.92,0.717874120964121
99.18,9.281,7.519,27.01,45.99,0.721132794555208
98.26,9.3,7.551,26.96,46.03,0.720418894858935
96.46,9.3,7.598,26.83,46.15,0.719182627579489
95.5,9.262,7.598,26.64,46.16,0.720315557302893
95.04,9.206,7.614,26.44,46.26,0.720440388585805
94.66,9.206,7.63,26.32,46.57,0.719568099589526
94.47,9.206,7.63,26.15,46.85,0.720013230401272
94.39,9.225,7.614,26.08,46.93,0.720449306032806
94.35,9.187,7.598,26.06,46.93,0.719740241465114
94.58,9.149,7.614,26.06,46.91,0.71987531292116
94.74,9.149,7.598,26.08,47,0.720453189553745
94.74,9.149,7.583,26.08,47.06,0.719814916032958
94.74,9.149,7.583,26.08,47.06,0.719819244886196
94.55,9.149,7.583,26.16,46.58,0.720456141554207
94.39,9.111,7.583,26.4,44.96,0.719887042286912
94.35,9.093,7.583,26.68,43.36,0.719771747409976
94.35,9.111,7.567,26.9,42.33,0.720458626430471
94.35,9.111,7.567,27.11,41.82,0.719974763223346
94.32,9.111,7.583,27.28,41.82,0.719650027146456
94.28,9.111,7.519,27.33,41.23,0.72046508775743
94.32,9.074,7.392,27.33,39.93,0.720172080007622
94.39,9.036,7.328,27.33,38.52,0.719382615432388
94.39,9.036,7.312,27.32,37.72,0.720479967971916
94.39,9.036,7.296,27.29,37.63,0.720626042622918
94.43,9.055,7.312,27.31,37.78,0.718706900955221
94.47,9.055,7.312,27.29,37.8,0.720525791723633
94.47,8.998,7.296,27.26,37.82,0.722493558552997
94.43,8.979,7.296,27.25,37.8,0.713378315692183
94.43,8.998,7.296,27.22,37.84,0.700272286265114
94.39,9.036,7.281,27.07,38.03,0.6978870902888
94.32,8.998,7.217,26.9,38.1,0.701138417882063
94.35,8.998,7.122,26.79,38.27,0.700398357914192
94.39,8.998,6.994,26.75,38.35,0.699190597907094
94.39,9.149,6.931,26.73,38.24,0.700320090520635
94.39,9.376,6.883,26.72,37.95,0.700422466006925
94.39,9.432,6.883,26.72,38.08,0.69957482624398
94.39,9.432,6.883,26.73,38.1,0.700017263205349
94.32,9.357,6.883,26.75,38.16,0.700432486915797
94.16,9.243,6.915,26.8,38.16,0.699746424329737
94.01,9.225,6.963,26.92,38.08,0.699879119616366
93.7,9.206,6.979,27.01,37.93,0.70043687297787
93.36,9.206,6.979,27.04,37.82,0.699820853513925
93.24,9.206,6.979,27.05,37.8,0.699822971781815
93.24,9.243,6.994,27.04,37.82,0.700440211760579
93.09,9.281,6.979,27.01,37.82,0.699892797498421
92.9,9.319,6.947,27.14,37.84,0.699775339584264
92.86,9.338,6.931,27.44,37.84,0.700443025889565
92.79,9.508,6.931,27.7,37.84,0.699980335786356
92.79,9.47,6.979,27.91,37.84,0.699653289494525
92.25,9.413,7.106,28.03,37.85,0.70045025290261
91.29,9.394,7.153,28.06,37.85,0.700177229834187
90.64,9.394,7.106,28.06,37.85,0.699385153442155
89.99,9.3,7.122,28.07,37.89,0.700466812500976
90.03,9.243,7.122,28.13,37.97,0.700630280564034
88.81,9.243,7.122,28.16,38.01,0.698707430995484
87.66,9.243,7.106,28.18,38.03,0.70051768368567
87.2,9.262,7.106,28.25,38.03,0.702495643374357
86.78,9.262,7.122,28.3,38.03,0.693352283837967
86.51,9.262,7.169,28.31,38.05,0.680238577500726
86.55,9.262,7.185,28.31,38.05,0.677900005522548
86.59,9.3,7.185,28.3,38.12,0.681144099650462
87.08,9.3,7.169,28.28,38.18,0.680378025657105
87.35,9.3,7.153,28.23,38.18,0.679198502542393
87.39,9.262,7.137,28.17,38.18,0.680324698596248
87.39,9.262,7.137,28.14,38.18,0.68040474402816
87.31,9.281,7.169,28.11,38.16,0.679581481822121
87.31,9.281,7.169,28.09,38.08,0.680021376718805
87.28,9.281,7.169,28.09,38.05,0.680415867059665
86.51,9.281,7.137,28.09,37.99,0.679752533565705
85.06,9.262,7.137,28.13,37.91,0.67988300966995
82.76,9.262,7.137,28.11,37.82,0.680422355654959
79.47,9.262,7.137,27.85,37.8,0.679890398270889
