ED,ECU,FCU,FD,APL,Force
32.76,20.87,14.12,16.04,27.4,2.09003905631299
33,20.88,14.09,16.15,27.34,2.10503740186973
33.15,20.91,14.13,16.25,27.31,2.12727313602647
33.23,20.87,14.25,16.33,27.31,2.12902135474632
33.3,20.73,14.44,16.39,27.33,2.12115958795924
33.34,20.51,14.55,16.47,27.31,2.12723810218249
33.46,20.27,14.55,16.49,27.27,2.14034905674144
33.53,20.06,14.56,16.47,27.3,2.14676912670137
33.42,19.94,14.64,16.43,27.27,2.14696587220365
33.27,20.01,14.82,16.45,27.37,2.14520130816958
33.23,20.1,15.04,16.49,27.55,2.14422549068125
33.27,20.11,15.23,16.56,27.73,2.14712307904506
33.34,20.1,15.43,16.66,27.86,2.15781898055946
33.42,20.02,15.54,16.75,28.01,2.1696966332079
33.46,19.84,15.5,16.8,28.01,2.16680161201058
33.53,19.65,15.55,16.72,28.05,2.16046071520178
33.57,19.54,15.76,16.63,28.2,2.17379573173243
33.38,19.55,16.11,16.48,28.3,2.18707979210106
32.92,19.59,16.39,16.32,28.37,2.18338605417916
32.73,19.58,16.63,16.22,28.54,2.19289305800651
32.88,19.6,16.81,16.14,28.68,2.21743212717361
32.88,19.65,16.98,16.01,28.52,2.22035660029155
32.88,19.55,17.14,15.85,28.68,2.20994330851142
32.8,19.34,17.33,15.71,29.18,2.21737596312274
32.76,19.15,17.51,15.62,29.89,2.2318191597732
32.92,19.14,17.67,15.58,30.55,2.23479157721345
33.03,19.03,17.69,15.65,30.96,2.237206266094
33.34,18.97,17.83,15.77,31.22,2.24880503618864
33.73,19.02,18.13,15.88,31.41,2.25824889907016
34.04,19.29,18.26,15.99,31.45,2.25695753588733
34.27,19.68,18.26,16.08,31.41,2.25390581250883
34.61,19.87,18.34,16.18,31.42,2.25613952154492
34.77,19.98,18.45,16.32,31.52,2.25701719827491
34.57,20.24,18.5,16.42,31.72,2.25465091691368
34.38,20.49,18.52,16.37,31.91,2.25550047309796
34.38,20.67,18.52,16.47,31.91,2.25704106534593
34.3,20.9,18.42,16.58,31.58,2.25505487676763
34.15,21.17,18.21,16.71,31.07,2.25508557026866
34.23,21.25,18.09,16.85,30.61,2.25706042960084
33.8,21.21,17.94,17.09,30.11,2.25541309176383
33.19,21.24,17.71,17.4,29.61,2.254677232553
32.69,21.23,17.74,17.73,29.17,2.25708104803907
32.42,21.1,17.87,18.02,28.77,2.2558518012877
32.53,21.03,17.94,18.41,28.65,2.25406726212659
33,21.02,17.87,18.78,28.51,2.25712316412713
33.8,20.84,17.79,19.1,28.12,2.25695258124305
34.65,20.57,17.76,19.3,27.81,2.25207963155545
35.11,20.53,17.74,19.4,27.52,2.25736645352788
35.11,20.68,17.64,19.41,27.11,2.27612426653481
