ED,ECU,FCU,FD,APL,Force
18.28,220.5,5.08,4.977,9.373,0.108447133447309
18.25,222.2,5.108,5.052,9.373,0.108077023342771
18.28,224.3,5.206,5.24,9.386,0.108730903253713
18.28,225,5.261,5.315,9.386,0.111705471948424
17.94,222.7,5.261,5.315,9.359,0.114163799411777
17.62,222.2,5.248,5.34,9.319,0.113733934121482
17.56,222,5.206,5.365,9.319,0.112999722620453
17.53,221.4,5.206,5.365,9.305,0.113697163032738
17.4,221.4,5.192,5.365,9.292,0.113733934121482
17.28,215,5.164,5.352,9.279,0.113094330717274
17.31,206.1,5.136,5.352,9.252,0.113704364855747
17.25,205.5,5.136,5.327,9.198,0.113733934121482
17.21,203.2,5.15,5.277,9.09,0.112704550865592
17.21,200.2,5.178,5.277,9.023,0.115041430359655
17.18,198,5.136,5.277,8.996,0.119737571162804
17.15,195.3,5.011,5.277,8.996,0.120420893616163
17.15,194.1,4.941,5.265,8.996,0.118330198517216
17.15,194.5,4.941,5.29,9.009,0.119737571162804
17.18,194.5,4.955,5.302,8.969,0.12386199454869
17.25,194.4,4.927,5.29,8.928,0.125873376360912
17.25,194.5,4.886,5.29,8.928,0.125741208204127
17.28,194.6,4.872,5.29,8.928,0.125470226070098
17.28,194.6,4.872,5.29,8.928,0.125059784388667
17.21,194.6,4.872,5.277,8.875,0.125741208204127
17.03,194.4,4.872,5.277,8.861,0.128758281065099
16.9,194.4,4.872,5.277,8.861,0.131125955222351
16.84,194.4,4.858,5.277,8.875,0.130744239071896
16.81,194,4.816,5.277,8.875,0.1301194852185
16.81,193.2,4.802,5.277,8.888,0.130567487510458
16.81,193.3,4.816,5.277,8.888,0.130744239071896
16.81,193,4.816,5.277,8.888,0.130386954902432
16.78,192.9,4.816,5.277,8.888,0.130315546230196
16.78,192.7,4.83,5.29,8.888,0.130744239071896
16.78,192.4,4.83,5.34,8.888,0.130658095648149
16.78,192.4,4.844,5.365,8.888,0.129987211853485
16.71,192.4,4.844,5.39,8.888,0.130744239071896
16.65,192.4,4.844,5.377,8.875,0.131338266464269
16.65,192.2,4.844,5.365,8.888,0.128444175915897
16.65,192,4.83,5.365,8.875,0.125741208204127
16.65,191.4,4.83,5.365,8.875,0.125818436029676
16.62,191.1,4.83,5.34,8.875,0.123668005507161
16.62,191,4.844,5.352,8.861,0.119737571162804
16.49,190.9,4.83,5.365,8.888,0.11896506951306
16.43,190.9,4.83,5.352,8.969,0.119331106184943
16.4,191.2,4.83,5.34,8.955,0.119737571162804
16.4,191.9,4.83,5.315,8.928,0.123178424473652
16.4,192.8,4.816,5.29,8.928,0.126490187761466
16.43,192.9,4.816,5.252,8.928,0.125741208204127
16.43,193,4.816,5.24,8.942,0.124750779626382
16.43,193.4,4.816,5.24,8.996,0.125965500065203
16.46,193.5,4.83,5.252,9.036,0.125741208204127
16.52,193.5,4.83,5.277,9.117,0.124548490501884
16.62,193.5,4.83,5.29,9.184,0.127043353121775
16.84,193.4,4.83,5.29,9.238,0.130744239071896
17.18,193.3,4.816,5.265,9.265,0.130832694935061
17.4,193.4,4.788,5.265,9.252,0.130099840834758
17.53,193.4,4.774,5.277,9.386,0.130744239071896
17.56,193.4,4.774,5.265,9.709,0.130540070682846
17.59,193.5,4.788,5.265,9.871,0.130274946349321
17.72,193.6,4.774,5.265,9.885,0.130744239071896
17.81,193.6,4.774,5.265,9.898,0.130455036495693
17.9,193.6,4.76,5.265,9.898,0.130336460799682
18.03,193.5,4.733,5.265,9.911,0.130744239071896
18.06,193.4,4.719,5.265,9.925,0.130410923507309
18.06,193.4,4.719,5.277,9.925,0.130370384517268
18.06,193.1,4.733,5.277,9.938,0.130744239071896
18.09,191.9,4.733,5.265,9.938,0.130391785618105
18.09,190.4,4.677,5.24,9.925,0.130384171980952
18.09,190,4.719,5.29,9.925,0.130744239071896
18.09,190.5,4.76,5.315,9.938,0.130394929403572
18.12,197.9,4.76,5.302,9.952,0.130372648154187
18.22,204.9,4.746,5.277,9.952,0.130744239071896
18.37,205.1,4.774,5.29,9.938,0.130430110913028
18.47,207,4.816,5.29,9.938,0.130329198574671
18.5,208.9,4.83,5.277,9.965,0.130744239071896
18.5,208.4,4.83,5.215,9.952,0.130507033526762
18.5,208.2,4.872,5.202,9.952,0.130228548171744
18.5,208.1,4.9,5.202,9.965,0.130744239071896
18.63,205.2,4.886,5.215,9.979,0.130682695505891
18.81,195.4,4.872,5.252,9.952,0.129986283660182
18.88,189.2,4.872,5.252,9.925,0.130744239071896
19,189,4.816,5.227,9.911,0.13129253687351
19.13,181.9,4.816,5.227,9.911,0.128518455910966
19.13,177.3,4.83,5.227,9.911,0.125741208204127
19.13,177.2,4.816,5.227,9.911,0.125682632005766
18.91,176.7,4.802,5.227,9.911,0.123860154433211
18.56,176.7,4.802,5.227,9.911,0.119737571162804
18.34,174.2,4.788,5.227,9.885,0.118609338926658
18.25,171.5,4.733,5.177,9.871,0.119898401085607
18.31,171.3,4.663,5.152,9.885,0.119737571162804
18.16,171.3,4.649,5.165,9.911,0.119112968667942
18.03,171.3,4.621,5.19,9.952,0.119581778563297
18.03,171.2,4.454,5.227,9.965,0.119737571162804
17.97,171.1,4.385,5.227,9.885,0.119275716991451
