,TimeSec,Sensor,Quatx,Quaty,Quatz,Quat0,Heading,Pitch,Roll,LinAccx,LinAccy,LinAccz,Vbat,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,activity
0,0.0035,2,-0.87,-0.03,-0.04,0.49,315.22,5.59,0.91,-0.04,0.04,0.02,4.09,-12.05,-7.63,29.14,-0.08,-0.04,1.02,12
1,0.005,6,-0.758,-0.07,-0.64,0.09,355.79,80.4,-5.23,-0.08,0.01,0.2,4.09,-21.51,73.7,10.83,-1.1,-0.04,0.11,12
2,0.0225,5,0.866,0.03,0.28,0.41,69.62,27.45,18.39,0.12,0.0,0.02,4.09,11.9,33.42,29.3,-0.4,0.15,0.9,12
3,0.024,7,0.708,-0.29,0.64,-0.07,304.05,59.6,-88.56,0.02,-0.09,0.03,0.0,-29.75,58.14,-14.5,-0.93,-0.46,0.05,12
4,0.0295,4,0.9359999999999999,-0.11,0.22,-0.25,340.01,20.64,-19.74,0.05,-0.04,-0.04,4.09,-15.87,20.75,-42.27,-0.31,-0.25,0.86,12
5,0.031,3,0.826,-0.02,0.04,0.56,82.46,4.91,0.74,0.19,0.02,0.44,4.09,-1.98,-14.95,22.89,-0.05,-0.19,1.47,12
6,0.0884,1,-0.095,-0.42,-0.05,0.9,205.96,50.14,-0.17,-0.14,-0.03,0.04,4.09,-6.41,-6.56,12.36,-0.78,-0.02,0.76,12
7,0.0901,0,-0.128,-0.56,-0.11,0.81,207.38,70.04,-6.59,-0.04,0.0,0.66,4.09,-7.32,-19.99,6.71,-1.56,-0.12,0.64,12
8,0.0971,2,-0.882,-0.01,-0.04,0.47,317.87,4.38,-0.87,0.16,-0.03,0.13,4.09,-28.08,-22.13,-9.0,-0.04,0.14,1.16,12
9,0.0986,6,-0.72,-0.06,-0.69,0.08,338.77,86.88,-24.02,0.09,-0.17,0.36,4.09,-4.27,21.97,-2.75,-1.41,0.15,0.18,12
10,0.1225,5,0.855,0.02,0.3,0.43,72.05,29.52,19.09,0.15,0.17,0.07,4.09,-19.38,19.99,22.89,-0.57,0.05,0.95,12
11,0.1241,7,0.675,-0.31,0.67,-0.08,295.24,58.08,-98.24,0.03,0.2,0.22,0.0,11.9,-1.53,-13.58,-0.98,-0.75,-0.09,12
12,0.1306,4,0.917,-0.11,0.23,-0.3,333.38,21.33,-21.72,0.28,-0.2,0.09,4.09,14.5,30.06,-114.9,-0.31,-0.1,1.1,12
13,0.1335,3,0.816,0.0,0.03,0.58,84.65,2.74,2.05,-0.03,0.21,1.05,4.09,37.38,2.44,61.65,-0.37,-0.02,1.96,12
14,0.1974,1,-0.10400000000000001,-0.42,-0.05,0.9,207.54,50.08,0.54,0.01,0.01,0.2,4.09,-6.71,-6.41,16.33,-0.93,0.03,0.77,12
15,0.1988,0,-0.136,-0.55,-0.11,0.81,209.12,68.88,-5.7,-0.58,0.2,0.7,4.09,-4.73,0.61,18.31,-1.36,-0.02,1.12,12
16,0.2037,2,-0.875,0.01,-0.03,0.48,316.27,1.96,-2.76,0.08,0.01,0.33,4.09,-5.34,-5.95,8.24,0.01,0.02,1.32,12
